ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,win_prob,rally
8,00:36:40,65961.0,20,10,CHEN Yufei,2,網前球,0,0,2.0,8,564.0,561.0,2.0,7,525.0,518.0,,,CHEN Yufei,,8,-0.4110732818319923,0.4047664211923501,9,0.030092999225587,-0.6598043595226896,0,2,26,359,0.4666666666666667,1,True,1,10.0,-1,0.0427605397999286,0.221767172217369,0.1073678135871887,0.4097519814968109,0.1237090677022934,0.0572478137910366,0.0212263241410255,0.0161692611873149,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4190326333045959,31
9,00:36:41,65987.0,20,10,TAI Tzu Ying,2,挑球,0,0,2.0,8,525.0,518.0,1.0,9,556.0,696.0,,,CHEN Yufei,,8,-0.4304331208393673,-0.3522371710669046,8,-0.3438364822621501,0.3596613666119529,0,2,26,359,0.5333333333333333,0,True,1,10.0,-1,0.032599713653326,0.1690704971551895,0.0818549022078514,0.3123860657215118,0.0943131223320961,0.0436444990336895,0.0161824915558099,0.0103005683049559,0.2396481335163116,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5491828322410583,31
10,00:36:43,66048.0,20,10,CHEN Yufei,2,長球,0,0,1.0,10,556.0,696.0,1.0,5,456.0,441.0,,,CHEN Yufei,,10,-0.1044527370033064,1.5185952111021963,9,-0.3113270186294626,-1.0196398910489943,0,2,26,359,0.6666666666666666,1,True,1,10.0,-1,0.038364078849554,0.1989659816026687,0.0963286980986595,0.367622971534729,0.1109898164868354,0.0513618327677249,0.0190439224243164,0.0121219418942928,0.026016280055046,0.0791845023632049,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4229024052619934,31
11,00:36:44,66083.0,20,10,TAI Tzu Ying,2,切球,0,0,1.0,6,456.0,441.0,2.0,1,820.0,576.0,,,CHEN Yufei,,4,-1.176121233147196,-1.568413523636948,9,-0.3038152059758371,1.1269297064028052,0,2,26,359,0.7333333333333333,0,True,1,10.0,-1,0.022878149524331,0.1186519637703895,0.0574449487030506,0.2192293852567672,0.0661880001425743,0.0306292697787284,0.0113567095249891,0.0072288354858756,0.015514625236392,0.0364535488188266,0.4144244790077209,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7256022095680237,31
12,00:36:46,66114.0,20,10,CHEN Yufei,2,挑球,0,0,2.0,2,820.0,576.0,1.0,4,825.0,432.0,,,CHEN Yufei,,8,0.7865565883090571,0.6531326121215315,9,-0.3579787508305772,-1.244306942100392,0,2,26,359,0.8666666666666667,1,True,1,10.0,-1,0.0352013893425464,0.1825634688138961,0.0883874744176864,0.3373165726661682,0.1018399447202682,0.0471276231110096,0.0174739640206098,0.0111226234585046,0.0238715279847383,0.056089136749506,0.0563339591026306,0.0426723137497901,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5092650651931763,31
13,00:36:47,66147.0,20,10,TAI Tzu Ying,2,長球,0,1,1.0,5,825.0,432.0,1.0,3,775.0,693.0,,,CHEN Yufei,,5,1.1857518840596482,-1.4116741949417193,9,0.4691644542229916,0.8269848186295382,0,2,26,359,0.9333333333333332,0,True,1,10.0,-1,0.0172189641743898,0.089301973581314,0.0432352423667907,0.1650003492832183,0.0498155988752841,0.0230527501553297,0.0085474895313382,0.0054406952112913,0.0116768954321742,0.0274363234639167,0.0275560822337865,0.0303868856281042,0.5013307929039001,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6410924792289734,31
14,00:36:48,66179.0,20,10,CHEN Yufei,3,殺球,0,0,1.0,4,775.0,693.0,2.0,5,436.0,475.0,對手落地致勝,落地致勝,CHEN Yufei,,9,0.8647037980701915,1.2053425986055466,9,0.2463373528421859,-0.9737584777807748,0,2,26,359,1.0,1,True,1,10.0,-1,0.0299829803407192,0.1554994583129882,0.0752845257520675,0.2873112857341766,0.0867427438497543,0.0401412174105644,0.0148835461586713,0.0094737568870186,0.0203327070921659,0.0477742366492748,0.0479827634990215,0.0529119744896888,0.0837215855717659,0.0479571931064128,,,,,,,,,,,,,,,,,,,,,,,,0.4489478170871734,31
1,00:01:12,2185.0,0,0,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,3,445.0,362.0,,,TAI Tzu Ying,,9,0.2586669050770122,1.0039632019610625,9,-0.5768420104797143,-1.037776582815381,0,1,39,1336,0.0,1,True,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.904462993144989,1
2,00:01:14,2242.0,0,0,TAI Tzu Ying,2,長球,0,0,1.0,4,445.0,362.0,1.0,3,719.0,653.0,,,TAI Tzu Ying,,4,-0.8831810133472356,-1.589429410402697,9,0.1097106413673003,0.9953024588990976,0,1,39,1336,0.1,0,True,0,0.0,0,0.4197641015052795,0.5802358984947205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7303242087364197,1
3,00:01:16,2283.0,0,0,CHEN Yufei,2,切球,0,0,1.0,4,719.0,653.0,2.0,6,737.0,430.0,,,TAI Tzu Ying,,10,0.9295672953412144,1.6125960448394452,9,0.0171843266199794,-0.993567262445743,0,1,39,1336,0.2,1,True,0,0.0,0,0.1290129423141479,0.0356044806540012,0.8353825807571411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0673575326800346,1
4,00:01:16,2304.0,0,0,TAI Tzu Ying,2,網前球,0,1,2.0,7,737.0,430.0,2.0,2,369.0,516.0,,,TAI Tzu Ying,,7,1.0321244255193764,-0.6671475214618686,9,0.5185719577728006,1.4448922575916263,0,1,39,1336,0.2,0,True,0,0.0,0,0.0279909837990999,0.0077248406596481,0.5305641889572144,0.4337199628353119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0531510934233665,1
5,00:01:17,2328.0,0,0,CHEN Yufei,2,挑球,0,1,2.0,3,369.0,516.0,1.0,9,664.0,362.0,,,TAI Tzu Ying,,9,-0.6433515334401839,0.6825303511827526,9,0.3801569615579352,-0.8279100423180038,0,1,39,1336,0.25,1,True,0,0.0,0,0.033402219414711,0.0092182122170925,0.6331332921981812,0.2089202255010604,0.1153261065483093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0494119301438331,1
6,00:01:18,2367.0,0,0,TAI Tzu Ying,2,長球,1,0,1.0,10,664.0,362.0,1.0,6,269.0,636.0,,,TAI Tzu Ying,,9,0.3406137932348534,-1.353513667846462,9,0.2598997054337177,1.0739737357072503,0,1,39,1336,0.3,0,True,0,0.0,0,0.0286177974194288,0.0078978259116411,0.5424453616142273,0.1789951920509338,0.0549740269780159,0.1870697736740112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1387782990932464,1
7,00:01:20,2401.0,0,0,CHEN Yufei,2,長球,1,0,1.0,7,269.0,636.0,1.0,3,430.0,362.0,,,TAI Tzu Ying,,9,-0.599222878188387,1.3758989787958995,9,0.095239753678468,-1.177907930092292,0,1,39,1336,0.4,1,True,0,0.0,0,0.0337632559239864,0.0093178497627377,0.6399766802787781,0.2111784070730209,0.0648583173751831,0.0278050433844327,0.0131003847345709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0457783341407775,1
8,00:01:21,2447.0,0,0,TAI Tzu Ying,2,切球,0,0,1.0,4,430.0,362.0,2.0,5,704.0,541.0,,,TAI Tzu Ying,,4,-0.9278062252634652,-1.4654647871483717,9,-0.0983587545178264,1.177256212039186,0,1,39,1336,0.45,0,True,0,0.0,0,0.0320057459175586,0.0088328188285231,0.6066633462905884,0.2001857310533523,0.0614821836352348,0.0263576805591583,0.0097496267408132,0.0547229312360286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0491887703537941,1
9,00:01:22,2470.0,0,0,CHEN Yufei,2,網前球,0,0,2.0,6,704.0,541.0,2.0,2,722.0,460.0,,,TAI Tzu Ying,,9,0.8871850202000446,0.7763308582548424,9,-0.4738355723017163,-1.297491706155274,0,1,39,1336,0.5,1,True,0,0.0,0,0.0334042906761169,0.0092187831178307,0.6331725120544434,0.2089331746101379,0.0641687512397766,0.0275094229727983,0.010175653733313,0.0100071905180811,0.0034102995414286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0448499470949173,1
10,00:01:23,2499.0,0,0,TAI Tzu Ying,2,挑球,0,1,2.0,3,722.0,460.0,1.0,3,671.0,653.0,,,TAI Tzu Ying,,3,0.9648166468768322,-0.4637208931534037,9,0.4304009325595674,0.86905579160003,0,1,39,1336,0.55,0,True,0,0.0,0,0.0284142661839723,0.0078416559845209,0.5385874509811401,0.1777221709489822,0.0545830465853214,0.0233999900519847,0.0086555862799286,0.008512289263308,0.0069642644375562,0.1453192830085754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0511042587459087,1
11,00:01:24,2535.0,0,0,CHEN Yufei,2,切球,0,0,1.0,4,671.0,653.0,2.0,5,364.0,432.0,,,TAI Tzu Ying,,10,0.6769574276046577,1.5528205559696833,9,0.2114441355498049,-0.788207304102056,0,1,39,1336,0.6,1,True,0,0.0,0,0.0281109511852264,0.0077579487115144,0.5328381657600403,0.1758250296115875,0.0540003888309001,0.0231502018868923,0.0085631906986236,0.0084214219823479,0.0068899230100214,0.0173969026654958,0.1370458155870437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0707889795303344,1
12,00:01:25,2562.0,0,0,TAI Tzu Ying,2,推撲球,0,0,2.0,6,364.0,432.0,1.0,6,266.0,638.0,,,TAI Tzu Ying,,6,-0.9766223184272484,-0.5950614560799448,9,0.279854069459122,1.276625083860336,0,1,39,1336,0.65,0,True,0,0.0,0,0.0235231593251228,0.0064918282441794,0.4458774030208587,0.1471298635005951,0.0451873615384101,0.0193720199167728,0.0071656522341072,0.007047020830214,0.0057654669508337,0.0145576763898134,0.0977022126317024,0.1801803112030029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.2080898135900497,1
13,00:01:26,2594.0,0,0,CHEN Yufei,2,長球,1,0,1.0,7,266.0,638.0,1.0,3,441.0,364.0,,,TAI Tzu Ying,,9,-0.8025165265847887,1.4003524308009483,9,-0.64939266243169,-0.8312165647466813,0,1,39,1336,0.7,1,True,0,0.0,0,0.0271810349076986,0.0075013139285147,0.5152117609977722,0.1700087040662765,0.052214041352272,0.022384388372302,0.0082799177616834,0.0081428401172161,0.0066620027646422,0.0168214105069637,0.1128950044512748,0.0397960245609283,0.0129015445709228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0717190355062484,1
14,00:01:27,2632.0,0,0,TAI Tzu Ying,2,殺球,0,0,1.0,4,441.0,364.0,2.0,6,255.0,574.0,,,TAI Tzu Ying,,4,-0.8566442449070306,-1.4193243179584143,9,-0.3045447214867712,1.152145374195063,0,1,39,1336,0.75,0,True,0,0.0,0,0.0243715737015008,0.0067259701900184,0.4619589447975158,0.1524364203214645,0.0468171425163745,0.0200707148760557,0.0074240970425307,0.0073011871427297,0.0059734107926487,0.0150827309116721,0.1012260615825653,0.035682663321495,0.0145817166194319,0.1003473550081253,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0886091366410255,1
15,00:01:28,2649.0,0,0,CHEN Yufei,2,接殺防守,0,1,2.0,7,255.0,574.0,2.0,1,357.0,440.0,,,TAI Tzu Ying,,9,0.0578673707980163,1.0742566459538676,4,-0.9574739653192976,-1.4350173424414627,0,1,39,1336,0.8,1,True,0,0.0,0,0.0234860647469759,0.006481590680778,0.4451742470264435,0.1468978375196457,0.0451161041855812,0.0193414706736803,0.0071543520316481,0.0070359078235924,0.0057563744485378,0.0145347192883491,0.097548134624958,0.0343861803412437,0.0140519086271524,0.0854117646813392,0.047623299062252,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0543578676879406,1
16,00:01:29,2678.0,0,0,TAI Tzu Ying,2,挑球,0,0,2.0,2,357.0,440.0,1.0,4,277.0,641.0,,,TAI Tzu Ying,,6,-0.924714541259049,-0.5310959820521844,9,-0.7314119036160989,0.8240370338748241,0,1,39,1336,0.85,0,True,0,0.0,0,0.0069829463027417,0.0019271257333457,0.1323605328798294,0.043676096946001,0.0134140532463788,0.0057506631128489,0.0021271531004458,0.0020919369999319,0.0017115023219957,0.0043215057812631,0.0290032997727394,0.0102238003164529,0.0041779549792408,0.0253948792815208,0.016324084252119,0.7005124092102051,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.017852634191513,1
17,00:01:30,2709.0,0,0,CHEN Yufei,2,殺球,1,0,1.0,5,277.0,641.0,2.0,5,400.0,403.0,,,TAI Tzu Ying,,9,-0.7812335657499423,1.4320920053529942,9,-0.5239782030568809,-0.8038987337562696,0,1,39,1336,0.9,1,True,0,0.0,0,0.0140888346359133,0.0038881809450685,0.2670513987541199,0.0881211683154106,0.027064274996519,0.0116025740280747,0.0042917570099234,0.0042207050137221,0.0034531375858932,0.0087190959602594,0.0585172362625598,0.0206276029348373,0.00842946767807,0.0512368641793727,0.0329355746507644,0.3815453946590423,0.0142067167907953,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0171048175543546,1
18,00:01:30,2722.0,0,0,TAI Tzu Ying,2,接殺防守,0,0,2.0,6,400.0,403.0,2.0,8,677.0,545.0,,,TAI Tzu Ying,,9,-0.5091274297429554,-0.9261631372759368,5,-0.8512456285024117,1.5567386393800824,0,1,39,1336,0.9,0,True,0,0.0,0,0.0125282984226942,0.0034575103782117,0.2374717146158218,0.0783605128526687,0.0240665264427661,0.010317426174879,0.0038163848221302,0.003753202734515,0.0030706541147083,0.0077533340081572,0.0520356334745883,0.0183428060263395,0.007495786063373,0.0455616638064384,0.0292874965816736,0.3392838835716247,0.0093687316402792,0.1140284389257431,0.0,0.0,,,,,,,,,,,,,,,,,,0.0173190347850322,1
19,00:01:31,2754.0,0,0,CHEN Yufei,2,網前球,0,0,2.0,9,677.0,545.0,1.0,2,719.0,456.0,,,TAI Tzu Ying,,9,0.434760544187397,0.8599064567486145,9,-0.4453645985189215,-0.925943635362638,0,1,39,1336,0.95,1,True,0,0.0,0,0.0138697065412998,0.0038277066778391,0.2628978788852691,0.0867505893111229,0.0266433358192443,0.0114221153780817,0.0042250058613717,0.0041550593450665,0.0033994298428297,0.0085834851488471,0.0576070994138717,0.0203067753463983,0.0082983616739511,0.0504399612545967,0.0324233174324035,0.3756110966205597,0.0103718442842364,0.0155310379341244,0.0036361787933856,0.0,,,,,,,,,,,,,,,,,,0.0170468613505363,1
20,00:01:32,2783.0,0,0,TAI Tzu Ying,3,網前球,0,1,1.0,3,719.0,456.0,2.0,1,781.0,507.0,對手落地致勝,落地致勝,TAI Tzu Ying,,8,0.9427043360516316,-0.4019257308013424,9,0.7053326848464616,1.003413543307995,0,1,39,1336,1.0,0,True,0,0.0,0,0.013392399996519,0.0036959815770387,0.2538506090641022,0.0837651938199997,0.0257264431566,0.0110290395095944,0.0040796087123453,0.0040120687335729,0.0032824433874338,0.0082880966365337,0.055624634027481,0.0196079462766647,0.0080127855762839,0.0487041398882865,0.0313075147569179,0.362684965133667,0.0100149121135473,0.0149965593591332,0.007516146171838,0.030408477410674,,,,,,,,,,,,,,,,,,0.0170573219656944,1
1,00:01:51,3356.0,0,1,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,7,465.0,523.0,,,TAI Tzu Ying,,9,0.1085780172056109,-0.7353753260274575,9,-0.4907087408700989,1.0837037818064357,0,1,39,1337,0.0,0,True,0,-1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7818260788917542,2
2,00:01:52,3378.0,0,1,CHEN Yufei,2,網前球,0,1,2.0,8,465.0,523.0,2.0,2,728.0,460.0,,,TAI Tzu Ying,,8,-0.2620445328348946,0.6438284554250249,9,-0.037160028524577,-0.8562845053178737,0,1,39,1337,0.0588235294117647,1,True,0,-1.0,-1,0.3169894218444824,0.6830106377601624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0352030135691165,2
3,00:01:53,3406.0,0,1,TAI Tzu Ying,2,網前球,0,1,2.0,3,728.0,460.0,2.0,1,750.0,492.0,,,TAI Tzu Ying,,3,1.0143232597780796,-0.328649147193978,9,0.1957054766981531,0.7486388956738429,0,1,39,1337,0.1176470588235294,0,True,0,-1.0,-1,0.0352113433182239,0.1730337291955948,0.7917548418045044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0439378060400486,2
4,00:01:54,3434.0,0,1,CHEN Yufei,2,挑球,0,0,2.0,2,750.0,492.0,1.0,9,597.0,371.0,,,TAI Tzu Ying,,2,1.0856718973913768,0.2594888595251851,8,0.8627713498077156,-0.4021001063117347,0,1,39,1337,0.1764705882352941,1,True,0,-1.0,-1,0.0859910398721695,0.4225726425647735,0.2235981822013855,0.267838180065155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0311017930507659,2
5,00:01:56,3496.0,0,1,TAI Tzu Ying,2,殺球,1,0,1.0,10,597.0,371.0,2.0,6,276.0,593.0,,,TAI Tzu Ying,,9,0.2689401637577288,-1.3388773222466852,9,0.2929595149743271,1.1341596575816777,0,1,39,1337,0.2941176470588235,0,True,0,-1.0,-1,0.0866772383451461,0.4259447157382965,0.2253824472427368,0.1715924590826034,0.0904031246900558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0377019084990024,2
6,00:01:57,3512.0,0,1,CHEN Yufei,2,接殺防守,0,1,2.0,7,276.0,593.0,2.0,1,407.0,454.0,,,TAI Tzu Ying,,9,0.2778432594372534,1.2352856363418805,9,-0.0159217874413473,-1.2365897174893297,0,1,39,1337,0.3529411764705882,1,True,0,-1.0,-1,0.079062670469284,0.3885256052017212,0.2055826783180236,0.1565181165933609,0.0701485872268676,0.1001623198390007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0509113408625125,2
7,00:01:58,3539.0,0,1,TAI Tzu Ying,2,網前球,0,0,2.0,2,407.0,454.0,2.0,7,682.0,509.0,,,TAI Tzu Ying,,8,-0.7518041138775473,-0.4677235612220546,9,-0.699230782130711,1.1013085346439169,0,1,39,1337,0.4117647058823529,0,True,0,-1.0,-1,0.0646781101822853,0.3178377449512481,0.1681792289018631,0.1280414164066314,0.0573858469724655,0.0912327617406845,0.1726449429988861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0959299206733703,2
8,00:01:58,3566.0,0,1,CHEN Yufei,2,推撲球,0,0,2.0,8,682.0,509.0,1.0,4,715.0,368.0,,,TAI Tzu Ying,,8,0.7383037928137512,0.5851278615053429,8,-0.3613851615412853,-0.3801852797913788,0,1,39,1337,0.4117647058823529,1,True,0,-1.0,-1,0.076076865196228,0.3738529086112976,0.1978188306093216,0.1506071984767913,0.0674994215369224,0.1073114573955535,0.0111853955313563,0.0156479123979806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0488814860582351,2
9,00:02:00,3604.0,0,1,TAI Tzu Ying,2,切球,0,1,1.0,5,715.0,368.0,2.0,1,700.0,507.0,,,TAI Tzu Ying,,9,0.6660393799133788,-1.3371103929208925,9,0.3972902408323963,1.0214084476790355,0,1,39,1337,0.5294117647058824,0,True,0,-1.0,-1,0.0370880141854286,0.1822559684514999,0.0964380875229835,0.0734220817685127,0.032906450331211,0.0523151010274887,0.0054529602639377,0.0116158863529562,0.5085054636001587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7559903860092163,2
10,00:02:01,3633.0,0,1,CHEN Yufei,2,網前球,0,0,2.0,2,700.0,507.0,2.0,2,728.0,475.0,,,TAI Tzu Ying,,8,0.817654460178724,0.5457562289744443,9,0.2133175347787607,-1.063033662960793,0,1,39,1337,0.5882352941176471,1,True,0,-1.0,-1,0.0663101077079773,0.3258576393127441,0.1724228411912918,0.1312722414731979,0.0588338412344455,0.093534804880619,0.0097494134679436,0.0207681842148304,0.0799951776862144,0.0412557385861873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0733592063188552,2
11,00:02:02,3660.0,0,1,TAI Tzu Ying,2,挑球,0,1,2.0,3,728.0,475.0,1.0,9,565.0,653.0,,,TAI Tzu Ying,,3,1.022569593041096,-0.3045176418354532,8,0.6478282078686842,0.6241439621273344,0,1,39,1337,0.6470588235294118,0,True,0,-1.0,-1,0.0331413932144641,0.1628616750240326,0.0861758887767791,0.0656090676784515,0.0294047985225915,0.0467481277883052,0.0048726978711783,0.0103798126801848,0.0399811044335365,0.0255838055163621,0.4952415823936462,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6114863157272339,2
12,00:02:04,3727.0,0,1,CHEN Yufei,2,殺球,0,0,1.0,10,565.0,653.0,2.0,5,384.0,405.0,,,TAI Tzu Ying,,10,0.478233872413986,1.5912546933310463,9,0.0028473512300755,-0.9519703316332424,0,1,39,1337,0.7647058823529411,1,True,0,-1.0,-1,0.0518857911229133,0.2549744248390198,0.1349160075187683,0.102716825902462,0.0460358224809169,0.0731883496046066,0.0076286410912871,0.0162505190819501,0.062593974173069,0.0400537215173244,0.1298601031303405,0.0798957645893096,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2634001672267914,2
13,00:02:04,3746.0,0,1,TAI Tzu Ying,2,接殺防守,0,0,2.0,6,384.0,405.0,1.0,6,319.0,586.0,,,TAI Tzu Ying,,9,-0.7005340607743681,-0.9268220497006684,9,0.3006463862315155,1.301174123055467,0,1,39,1337,0.7647058823529411,0,True,0,-1.0,-1,0.0467735417187213,0.2298520803451538,0.1216228902339935,0.0925962552428245,0.0414999648928642,0.0659771859645843,0.0068769995123147,0.01464937441051,0.0564266592264175,0.0361072719097137,0.1170651316642761,0.0444268099963665,0.1261257231235504,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2580746710300445,2
14,00:02:05,3766.0,0,1,CHEN Yufei,2,殺球,1,0,1.0,7,319.0,586.0,2.0,5,402.0,396.0,,,TAI Tzu Ying,,9,-0.6805566063295516,1.1442132120715012,9,-0.6090513047679164,-0.8990521877950007,0,1,39,1337,0.8235294117647058,1,True,0,-1.0,-1,0.0504415370523929,0.247877150774002,0.1311605870723724,0.0998576804995536,0.0447544082999229,0.0711511373519897,0.0074162962846457,0.01579818315804,0.060851652175188,0.0389388166368007,0.1262454092502594,0.0479107722640037,0.0300901029258966,0.0275062322616577,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1927627623081207,2
15,00:02:06,3777.0,0,1,TAI Tzu Ying,2,接殺防守,0,0,2.0,6,402.0,396.0,2.0,1,683.0,536.0,,,TAI Tzu Ying,,9,-0.7312160548003761,-1.0242827542500816,9,-0.6902492514929636,1.0753042498361556,0,1,39,1337,0.8823529411764706,0,True,0,-1.0,-1,0.0251597296446561,0.1236386224627494,0.0654215812683105,0.0498080067336559,0.0223230458796024,0.0354894697666168,0.0036991739179939,0.0078799743205308,0.0303521901369094,0.0194222889840602,0.0629699453711509,0.0238974131643772,0.0150086395442485,0.008878631517291,0.5060513019561768,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0347468815743923,2
16,00:02:07,3809.0,0,1,CHEN Yufei,2,推撲球,0,0,2.0,2,683.0,536.0,1.0,3,433.0,368.0,,,TAI Tzu Ying,,9,0.748642382123625,0.8869819644230397,9,0.0339478981004791,-1.0214685269387438,0,1,39,1337,0.9411764705882352,1,True,0,-1.0,-1,0.0435655638575553,0.2140875905752182,0.1132813394069671,0.0862455070018768,0.0386536754667758,0.0614521168172359,0.00640533817932,0.0136446421965956,0.0525566153228282,0.0336308442056179,0.1090361773967742,0.0413797833025455,0.0259883478283882,0.0153738744556903,0.067729614675045,0.0769689232110977,0.0,,,,,,,,,,,,,,,,,,,,,0.0737710744142532,2
17,00:02:08,3842.0,0,1,TAI Tzu Ying,3,切球,0,0,1.0,4,433.0,368.0,2.0,1,781.0,516.0,對手落地致勝,落地致勝,TAI Tzu Ying,,9,-0.5423377850669364,-1.3424871777710174,9,0.1810689473674923,1.0128811989574782,0,1,39,1337,1.0,0,True,0,-1.0,-1,0.0226696114987134,0.1114018186926841,0.0589466504752635,0.0448783859610557,0.0201136823743581,0.0319769904017448,0.0033330579753965,0.0071000740863382,0.0273481626063585,0.0175000187009573,0.056737657636404,0.0215322282165288,0.0135231995955109,0.0079998914152383,0.0352435261011123,0.0238234363496303,0.4958716928958893,,,,,,,,,,,,,,,,,,,,,0.0972668752074241,2
1,00:02:32,4580.0,0,2,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,7,615.0,525.0,,,TAI Tzu Ying,,9,-0.1250745211352691,-0.7625901557777851,9,0.655613845632416,1.01228708436745,0,1,39,1338,0.0,0,True,0,-2.0,-2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8006107211112976,3
2,00:02:33,4603.0,0,2,CHEN Yufei,3,推撲球,0,1,2.0,8,615.0,525.0,2.0,10,793.0,360.0,出界,對手出界,TAI Tzu Ying,,9,0.6548702480228695,0.6819457566997583,9,0.0119747204345147,-0.856123485050043,0,1,39,1338,1.0,1,True,0,-2.0,-2,0.1721636950969696,0.8278363347053528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0400354266166687,3
