ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,win_prob,rally
5,00:47:31,71292.0,3,1,NG Ka Long Angus,2,網前球,0,1,2.0,9,642.0,388.0,2.0,7,750.0,512.0,,,Jonatan CHRISTIE,,9,-0.0336876894331538,-0.7666998087601128,9,0.7583354066790139,0.8822915652811881,0,3,53,2621,0.2727272727272727,1,True,0,2.0,1,0.1492196023464203,0.1668625622987747,0.1969180256128311,0.22975555062294,0.2572442591190338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3601839244365692,5
6,00:47:32,71310.0,3,1,Jonatan CHRISTIE,2,推撲球,0,0,2.0,8,750.0,512.0,1.0,8,777.0,345.0,,,Jonatan CHRISTIE,,9,0.414167723701392,0.6742633886828457,9,-0.0940974178506781,-0.841674569353087,0,3,53,2621,0.3636363636363636,0,True,0,2.0,1,0.1212512478232383,0.1355873793363571,0.1600095182657241,0.1866922825574875,0.2078833281993866,0.1885762363672256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3536184132099151,5
7,00:47:33,71326.0,3,1,NG Ka Long Angus,2,長球,0,1,1.0,9,777.0,345.0,1.0,9,480.0,660.0,,,Jonatan CHRISTIE,,9,0.0106773666642667,-0.8040788798693072,9,0.4351097871203178,0.8047289692634294,0,3,53,2621,0.4545454545454545,1,True,0,2.0,1,0.1052276194095611,0.1176692023873329,0.1388639062643051,0.1620204746723175,0.180411085486412,0.1575010865926742,0.1383066475391388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3447357416152954,5
8,00:47:34,71357.0,3,1,Jonatan CHRISTIE,2,切球,0,0,1.0,10,480.0,660.0,2.0,1,460.0,403.0,,,Jonatan CHRISTIE,,9,-0.2389458420942618,1.455918529114702,9,-0.1841469243888439,-0.9698496056589686,0,3,53,2621,0.5454545454545454,0,True,0,2.0,1,0.0933291539549827,0.1043639257550239,0.1231620609760284,0.1437002420425415,0.160011351108551,0.13969187438488,0.1218300983309745,0.1139113679528236,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341568261384964,5
9,00:47:35,71377.0,3,1,NG Ka Long Angus,2,網前球,0,0,2.0,2,460.0,403.0,2.0,2,810.0,482.0,,,Jonatan CHRISTIE,,6,-0.9601680581069116,-0.7906763208264543,9,-0.3862730271405239,1.377908621962452,0,3,53,2621,0.6363636363636364,1,True,0,2.0,1,0.0820439904928207,0.09174445271492,0.108269564807415,0.1263243108987808,0.1406631171703338,0.1228006184101104,0.1070986539125442,0.0998847037553787,0.1211705952882766,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3388195335865021,5
10,00:47:36,71400.0,3,1,Jonatan CHRISTIE,2,挑球,0,0,2.0,3,810.0,482.0,1.0,3,498.0,328.0,,,Jonatan CHRISTIE,,8,0.7208826241601002,0.5972993816352462,9,-0.130800015061562,-0.7790129413147581,0,3,53,2621,0.7272727272727273,0,True,0,2.0,1,0.0703267753124237,0.0786418616771698,0.0928069129586219,0.1082831397652626,0.1205741316080093,0.105262704193592,0.0918032303452491,0.0856195390224456,0.1025929600000381,0.144088789820671,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3766491711139679,5
11,00:47:37,71432.0,3,1,NG Ka Long Angus,2,切球,0,0,1.0,4,498.0,328.0,2.0,1,405.0,515.0,,,Jonatan CHRISTIE,,10,-0.8267322697870224,-1.4382662975093805,9,0.1202122515779064,0.8851131063524953,0,3,53,2621,0.8181818181818182,1,True,0,2.0,1,0.0587625540792942,0.0657103434205055,0.0775461569428443,0.0904775485396385,0.1007474660873413,0.0879537761211395,0.076707512140274,0.0715406537055969,0.0857230275869369,0.1187104359269142,0.1661205440759658,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3869941234588623,5
12,00:47:38,71452.0,3,1,Jonatan CHRISTIE,2,網前球,0,1,2.0,2,405.0,515.0,2.0,7,578.0,413.0,,,Jonatan CHRISTIE,,6,-0.9620348939789743,0.79459700149143,9,-0.4582498133225489,-1.2808423503461437,0,3,53,2621,0.9090909090909092,0,True,0,2.0,1,0.0499823726713657,0.0558920428156852,0.0659593641757965,0.0769585743546485,0.0856939852237701,0.0748119056224823,0.0652460381388664,0.0608511865139007,0.0729144737124443,0.1009729579091072,0.1321056932210922,0.1586114466190338,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4997439682483673,5
13,00:47:38,71471.0,3,1,NG Ka Long Angus,2,網前球,0,0,2.0,8,578.0,413.0,2.0,7,606.0,475.0,,,Jonatan CHRISTIE,,9,-0.2349508378751417,-0.6685603957779893,9,-0.1944952955758626,1.0166050343435071,0,3,53,2621,0.9090909090909092,1,True,0,2.0,1,0.044298205524683,0.049535796046257,0.0584582351148128,0.0682065784931182,0.075948566198349,0.0663040354847908,0.057826030999422,0.0539309829473495,0.0646223872900009,0.0894899666309356,0.1170821636915206,0.1384426057338714,0.1158544495701789,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5173606872558594,5
14,00:47:39,71494.0,3,1,Jonatan CHRISTIE,3,網前球,0,1,2.0,8,606.0,475.0,2.0,1,451.0,429.0,對手落地致勝,落地致勝,Jonatan CHRISTIE,,8,0.028905667456014,0.4159757912841139,9,0.0770584230166925,-0.6568684294022956,0,3,53,2621,1.0,0,True,0,2.0,1,0.040725003927946,0.0455401204526424,0.0537428557872772,0.0627048686146736,0.0698223710060119,0.0609557889401912,0.0531616434454917,0.0495807789266109,0.0594097860157489,0.0822714865207672,0.1076380312442779,0.1272754967212677,0.1010792553424835,0.0860924795269966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5356759428977966,5
1,00:48:06,72173.0,3,2,Jonatan CHRISTIE,1,發短球,0,1,2.0,8,,,2.0,1,444.0,429.0,,,NG Ka Long Angus,,9,0.166200316254799,0.805873936994073,9,-0.4422029961276094,-1.061969487059405,0,3,53,2622,0.0,0,True,1,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4218983948230743,6
2,00:48:09,72237.0,3,2,NG Ka Long Angus,2,網前球,0,0,2.0,2,444.0,429.0,2.0,1,443.0,479.0,,,NG Ka Long Angus,,8,-0.7674821261404157,-0.4329648790472416,9,0.0109237696218806,0.8065350763531605,0,3,53,2622,0.2727272727272727,1,True,1,1.0,-1,0.4702979624271393,0.5297020077705383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249078631401062,6
3,00:48:09,72237.0,3,2,Jonatan CHRISTIE,2,挑球,0,1,2.0,2,443.0,479.0,1.0,9,730.0,332.0,,,NG Ka Long Angus,,8,-0.6880686707806719,0.4453908287274177,9,-0.356789493590087,-0.6805285065381218,0,3,53,2622,0.2727272727272727,0,True,1,1.0,-1,0.2837073504924774,0.3044458031654358,0.4118468463420868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4938328862190246,6
4,00:48:10,72267.0,3,2,NG Ka Long Angus,2,殺球,0,0,1.0,10,730.0,332.0,2.0,6,889.0,564.0,,,NG Ka Long Angus,,9,0.4764143933810414,-1.3514226960518911,9,0.3108602028181601,1.036620233364672,0,3,53,2622,0.3636363636363636,1,True,1,1.0,-1,0.2003947347402572,0.2150432020425796,0.2888957858085632,0.2956663072109222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4493614733219147,6
5,00:48:11,72277.0,3,2,Jonatan CHRISTIE,2,接殺防守,0,0,2.0,7,889.0,564.0,1.0,2,802.0,413.0,,,NG Ka Long Angus,,9,0.5918168463609863,1.0795562716491989,9,0.8014164726778249,-1.3656129929286032,0,3,53,2622,0.4545454545454545,0,True,1,1.0,-1,0.1580794602632522,0.1696347892284393,0.2278926968574524,0.2314541041851043,0.212938979268074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411467969417572,6
6,00:48:11,72299.0,3,2,NG Ka Long Angus,2,推撲球,0,1,1.0,3,802.0,413.0,2.0,8,808.0,558.0,,,NG Ka Long Angus,,8,0.808248770563687,-0.5276150962927586,9,0.9604593050877248,1.0923805491629175,0,3,53,2622,0.4545454545454545,1,True,1,1.0,-1,0.1358337104320526,0.1457629054784774,0.195822462439537,0.1988826990127563,0.1742546409368515,0.1494436115026474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3732431828975677,6
7,00:48:12,72308.0,3,2,Jonatan CHRISTIE,2,接殺防守,0,1,2.0,9,808.0,558.0,1.0,8,734.0,385.0,,,NG Ka Long Angus,,9,0.785294189467082,1.0712909010363625,9,0.7781944895442565,-0.621799800577367,0,3,53,2622,0.5454545454545454,0,True,1,1.0,-1,0.1185782328248024,0.127246081829071,0.1709463745355606,0.1736178547143936,0.1521183997392654,0.1274579018354416,0.1300351768732071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3619796335697174,6
8,00:48:12,72316.0,3,2,NG Ka Long Angus,2,切球,0,1,1.0,9,734.0,385.0,2.0,7,752.0,516.0,,,NG Ka Long Angus,,9,0.2630612205122691,-0.8168270160656353,9,0.7319741592804485,1.0047676054035133,0,3,53,2622,0.5454545454545454,1,True,1,1.0,-1,0.1044147983193397,0.112047329545021,0.1505278944969177,0.1528802812099456,0.133948802947998,0.112233854830265,0.108824722468853,0.1251222789287567,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3513697385787964,6
9,00:48:13,72330.0,3,2,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,752.0,516.0,2.0,7,610.0,425.0,,,NG Ka Long Angus,,9,0.4006225303581162,0.8994408021064834,9,0.1916824757338279,-0.7669247640780826,0,3,53,2622,0.6363636363636364,0,True,1,1.0,-1,0.0891595184803009,0.0956769064068794,0.1285353600978851,0.130544051527977,0.1143785193562507,0.0958361774682998,0.0929251313209533,0.1056037247180938,0.147340640425682,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3796603083610534,6
10,00:48:14,72350.0,3,2,NG Ka Long Angus,2,網前球,0,0,2.0,8,610.0,425.0,2.0,1,464.0,497.0,,,NG Ka Long Angus,,8,-0.2123523912450747,-0.3438725751123899,9,0.4111070536687145,0.8916200248516516,0,3,53,2622,0.7272727272727273,1,True,1,1.0,-1,0.0739195123314857,0.0793228894472122,0.1065648570656776,0.1082302033901214,0.0948278382420539,0.0794549360871315,0.0770414695143699,0.0875529199838638,0.1220915243029594,0.1709938049316406,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3980908095836639,6
11,00:48:14,72373.0,3,2,Jonatan CHRISTIE,2,挑球,0,1,2.0,2,464.0,497.0,1.0,3,510.0,334.0,,,NG Ka Long Angus,,8,-0.677940447206746,0.6111832932681812,9,-0.1024775310198986,-0.7051550046028643,0,3,53,2622,0.7272727272727273,0,True,1,1.0,-1,0.062291033565998,0.0668443888425827,0.0898008421063423,0.0912042185664177,0.0799102112650871,0.0669556632637977,0.0649218633770942,0.0737797319889068,0.1028849780559539,0.135517880320549,0.1658892482519149,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5058953166007996,6
12,00:48:15,72397.0,3,2,NG Ka Long Angus,2,殺球,0,0,1.0,4,510.0,334.0,2.0,8,585.0,559.0,,,NG Ka Long Angus,,9,-0.4132299655157185,-1.2250527000822358,9,-0.1807090116398134,0.9939696054242788,0,3,53,2622,0.8181818181818182,1,True,1,1.0,-1,0.0548247881233692,0.0588323734700679,0.0790372565388679,0.0802724137902259,0.0703321173787117,0.0589303113520145,0.0571402907371521,0.0649364441633224,0.0905531123280525,0.119274616241455,0.1443516016006469,0.1215146631002426,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519317090511322,6
13,00:48:16,72405.0,3,2,Jonatan CHRISTIE,2,接殺防守,0,1,2.0,9,585.0,559.0,2.0,8,714.0,372.0,,,NG Ka Long Angus,,9,0.2538389294989355,1.1892184002511457,4,-1.0358854187982824,-1.3804211379608222,0,3,53,2622,0.9090909090909092,0,True,1,1.0,-1,0.0501924268901348,0.0538613982498645,0.0723590925335884,0.0734898895025253,0.064389482140541,0.0539510585367679,0.052312284708023,0.0594497099518775,0.0829019248485565,0.1091966331005096,0.1321547776460647,0.1060385480523109,0.089702770113945,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5376245379447937,6
14,00:48:17,72425.0,3,2,NG Ka Long Angus,3,推撲球,0,1,2.0,9,714.0,372.0,2.0,4,959.0,660.0,對手落地致勝,落地致勝,NG Ka Long Angus,,9,0.3300708996966,-0.9312880431193992,9,0.351180464571642,1.0215244659383398,0,3,53,2622,1.0,1,True,1,1.0,-1,0.0474011301994323,0.050866063684225,0.0683350637555122,0.0694029703736305,0.0608086623251438,0.0509507358074188,0.0494030974805355,0.0561436004936695,0.0782915875315666,0.1031240001320838,0.1248053982853889,0.1001415401697158,0.0800590217113494,0.0602670200169086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5441725850105286,6
1,00:48:36,72903.0,4,2,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,667.0,480.0,,,Jonatan CHRISTIE,,9,-0.0519984880374689,-0.7296863075851633,9,0.5343739808017908,1.1306933815951097,0,3,53,2623,0.0,1,True,0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3354417085647583,7
2,00:48:37,72937.0,4,2,Jonatan CHRISTIE,2,推撲球,0,1,2.0,8,667.0,480.0,1.0,8,720.0,355.0,,,Jonatan CHRISTIE,,9,0.3190310669580726,0.6829588534922403,9,0.1530844641813993,-0.754521719158328,0,3,53,2623,0.0909090909090909,0,True,0,2.0,1,0.4565131962299347,0.5434868335723877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3609426021575928,7
3,00:48:38,72955.0,4,2,NG Ka Long Angus,2,殺球,0,0,1.0,9,720.0,355.0,2.0,6,888.0,567.0,,,Jonatan CHRISTIE,,9,0.1188549992560716,-1.1157835397158162,9,0.3774676109212598,0.828879964855855,0,3,53,2623,0.1818181818181818,1,True,0,2.0,1,0.2829018533229828,0.3336028158664703,0.3834953606128692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.369145005941391,7
4,00:48:38,72967.0,4,2,Jonatan CHRISTIE,2,接殺防守,0,0,2.0,7,888.0,567.0,2.0,2,835.0,415.0,,,Jonatan CHRISTIE,,9,0.5941034551039198,1.1874989623080785,9,0.0163573597480248,-1.211252865655241,0,3,53,2623,0.1818181818181818,0,True,0,2.0,1,0.1928720772266388,0.2274381220340728,0.2601535618305206,0.3195362091064453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3678036332130432,7
5,00:48:39,72987.0,4,2,NG Ka Long Angus,2,挑球,0,1,2.0,3,835.0,415.0,1.0,3,433.0,662.0,,,Jonatan CHRISTIE,,9,0.9448024911563808,-0.586425974006492,9,0.8343705005497196,0.9817112368979029,0,3,53,2623,0.2727272727272727,1,True,0,2.0,1,0.1465268582105636,0.1727870255708694,0.1976412683725357,0.2295105755329132,0.2535342276096344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3597751259803772,7
6,00:48:40,73018.0,4,2,Jonatan CHRISTIE,2,殺球,0,0,1.0,4,433.0,662.0,2.0,8,633.0,358.0,,,Jonatan CHRISTIE,,10,-0.4143300704768614,1.5210041423647074,9,-0.2690059034182946,-1.0753819623752774,0,3,53,2623,0.3636363636363636,0,True,0,2.0,1,0.1194780245423317,0.1408905684947967,0.1611567288637161,0.1871429830789566,0.2052569389343261,0.1860747635364532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3428225219249725,7
7,00:48:41,73027.0,4,2,NG Ka Long Angus,2,接殺防守,0,1,2.0,9,633.0,358.0,2.0,7,582.0,501.0,,,Jonatan CHRISTIE,,9,-0.4211881764190404,-1.0486704816219532,10,-0.6515641654314874,1.509650822583722,0,3,53,2623,0.4545454545454545,1,True,0,2.0,1,0.1039402410387992,0.1225681453943252,0.1401987373828888,0.1628055572509765,0.1785638481378555,0.1555053442716598,0.1364180594682693,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3358417153358459,7
8,00:48:42,73050.0,4,2,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,582.0,501.0,2.0,1,465.0,438.0,,,Jonatan CHRISTIE,,9,-0.3318318504264168,0.6605195800313434,9,-0.1322258909050843,-0.9960159117009134,0,3,53,2623,0.5454545454545454,0,True,0,2.0,1,0.0922332555055618,0.1087630614638328,0.1244078874588012,0.1444684565067291,0.1584518551826477,0.1379904896020889,0.1203803494572639,0.1133046820759773,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3332765698432922,7
9,00:48:42,73071.0,4,2,NG Ka Long Angus,2,挑球,0,0,2.0,2,465.0,438.0,1.0,3,362.0,657.0,,,Jonatan CHRISTIE,,8,-0.6222254706897241,-0.2878522832865047,9,-0.127390583867028,0.7260517772218252,0,3,53,2623,0.5454545454545454,1,True,0,2.0,1,0.0812409296631813,0.0958007201552391,0.1095810011029243,0.1272507607936859,0.1395676136016845,0.1215448305010795,0.1060334667563438,0.0995059385895729,0.1194747388362884,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3349009156227112,7
10,00:48:44,73100.0,4,2,Jonatan CHRISTIE,2,切球,0,0,1.0,4,362.0,657.0,2.0,8,735.0,398.0,,,Jonatan CHRISTIE,,9,-0.7144756824373487,1.399615479845065,9,-0.5693603160997126,-1.0619203886661552,0,3,53,2623,0.7272727272727273,0,True,0,2.0,1,0.069687470793724,0.0821766778826713,0.0939972400665283,0.1091541349887847,0.1197193935513496,0.10425965487957,0.0909542068839073,0.0853549763560295,0.1013520658016204,0.1433442384004593,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3797588646411896,7
11,00:48:44,73119.0,4,2,NG Ka Long Angus,2,網前球,0,1,2.0,9,735.0,398.0,2.0,2,823.0,473.0,,,Jonatan CHRISTIE,,9,0.3263125287582067,-0.7423770491354066,9,-0.8107792312877903,1.360154612966373,0,3,53,2623,0.7272727272727273,1,True,0,2.0,1,0.0591627247631549,0.0697657167911529,0.0798010379076004,0.0926688313484191,0.1016384288668632,0.088513545691967,0.0772175937891006,0.0724639967083931,0.0860450938344001,0.1151375845074653,0.1575853824615478,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3855289220809936,7
12,00:48:45,73146.0,4,2,Jonatan CHRISTIE,2,挑球,0,0,2.0,3,823.0,473.0,1.0,9,740.0,326.0,,,Jonatan CHRISTIE,,8,0.7603948824377733,0.322361238896315,9,0.62055102051028,-0.6215947796304677,0,3,53,2623,0.8181818181818182,0,True,0,2.0,1,0.0504454262554645,0.059486124664545,0.0680427998304367,0.0790145844221115,0.0866625681519508,0.0754715651273727,0.0658400058746337,0.0617868304252624,0.0733668282628059,0.0981726944446563,0.1331981122493744,0.1485124677419662,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421026349067688,7
13,00:48:47,73189.0,4,2,NG Ka Long Angus,3,切球,0,0,1.0,10,740.0,326.0,2.0,10,964.0,525.0,出界,對手出界,Jonatan CHRISTIE,,10,0.7719287281878666,-1.43763885808085,9,0.3635269373496588,0.9458585712420776,0,3,53,2623,1.0,1,True,0,2.0,1,0.0443072728812694,0.0522479116916656,0.0597634203732013,0.069400168955326,0.0761175528168678,0.0662882626056671,0.0578286610543727,0.0542686693370342,0.0644396245479583,0.0862271338701248,0.1169907003641128,0.1300074756145477,0.1221131235361099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4457423388957977,7
1,00:49:21,74038.0,4,3,Jonatan CHRISTIE,1,發短球,0,1,2.0,8,,,2.0,7,684.0,415.0,,,Jonatan CHRISTIE,,9,-0.008261240819773,0.8621661989305824,9,0.73104503709486,-0.9444529029417706,0,3,53,2624,0.0,0,True,0,1.0,-1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4218983948230743,8
2,00:49:22,74070.0,4,3,NG Ka Long Angus,2,挑球,0,0,2.0,8,684.0,415.0,1.0,3,438.0,657.0,,,Jonatan CHRISTIE,,9,0.6906833527630142,-0.5390963256129074,9,0.2273876313698428,0.9002123738836918,0,3,53,2624,0.3333333333333333,1,True,0,1.0,-1,0.4676861464977264,0.532313883304596,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.420212984085083,8
3,00:49:23,74099.0,4,3,Jonatan CHRISTIE,2,殺球,0,0,1.0,4,438.0,657.0,2.0,5,435.0,362.0,,,Jonatan CHRISTIE,,9,-0.4275040043014088,1.4827876256571455,9,-0.2921064992188019,-1.0090671950908938,0,3,53,2624,0.6666666666666666,0,True,0,1.0,-1,0.2835842072963714,0.3197938501834869,0.396621972322464,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4648358821868896,8
4,00:49:24,74110.0,4,3,NG Ka Long Angus,3,接殺防守,0,0,2.0,6,435.0,362.0,2.0,10,410.0,336.0,未過網,對手未過網,Jonatan CHRISTIE,,9,-0.467363924445679,-1.129146210869005,10,-0.6376786638766685,1.509571581320697,0,3,53,2624,1.0,1,True,0,1.0,-1,0.1997479945421219,0.2252529263496399,0.2734449207782745,0.3015541732311249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4139263927936554,8
1,00:49:46,74654.0,4,4,Jonatan CHRISTIE,1,發短球,0,1,2.0,8,,,2.0,7,558.0,420.0,,,Jonatan CHRISTIE,,9,0.140394592396906,0.8219484370345261,9,-0.4827884212105396,-0.982734173142223,0,3,53,2625,0.0,0,True,0,0.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.4347819983959198,9
2,00:49:47,74699.0,4,4,NG Ka Long Angus,2,網前球,0,0,2.0,8,558.0,420.0,2.0,1,448.0,484.0,,,Jonatan CHRISTIE,,9,-0.3748545552831474,-0.5727879288256045,9,0.1244841898554906,0.7576768479471502,0,3,53,2625,0.0416666666666666,1,True,0,0.0,-2,0.4679801166057586,0.532019853591919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.4384345710277557,9
3,00:49:48,74721.0,4,4,Jonatan CHRISTIE,2,網前球,0,1,2.0,2,448.0,484.0,2.0,1,460.0,446.0,,,Jonatan CHRISTIE,,8,-0.8104109884778067,0.4725575370436014,9,-0.2579538602598984,-0.7417639601546412,0,3,53,2625,0.0833333333333333,0,True,0,0.0,-2,0.2813478410243988,0.3077460527420044,0.4109061658382416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.5035814046859741,9
4,00:49:49,74743.0,4,4,NG Ka Long Angus,2,挑球,0,0,2.0,2,460.0,446.0,1.0,9,830.0,663.0,,,Jonatan CHRISTIE,,2,-0.9350344630475396,-0.2653394172531709,8,-0.5180814890684672,0.4447951098972738,0,3,53,2625,0.125,1,True,0,0.0,-2,0.1995604932308197,0.218284785747528,0.2904136478900909,0.2917410433292389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.4834785759449005,9
5,00:49:51,74780.0,4,4,Jonatan CHRISTIE,2,切球,0,0,1.0,10,830.0,663.0,2.0,6,799.0,372.0,,,Jonatan CHRISTIE,,10,0.5847748969022285,1.6989828352665572,9,-0.1505979915471512,-0.9568622854868286,0,3,53,2625,0.2083333333333333,0,True,0,0.0,-2,0.1569768488407135,0.1717056185007095,0.2284431308507919,0.2283511012792587,0.2145233154296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.4426682591438293,9
