ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,ball_round62,ball_round63,win_prob,rally
3,00:24:03,43305.0,16,14,WANG Tzu Wei,2,挑球,0,0,2.0,8,542.0,405.0,1.0,3,849.0,631.0,,,WANG Tzu Wei,,8,-0.4568482673191995,-0.4810599987297396,9,0.137306495324646,0.7363616714252809,0,1,77,4451,0.1666666666666666,1,True,1,-2.0,1,0.451539546251297,0.2193406820297241,0.3291197717189789,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6704431176185608,31
4,00:24:04,43345.0,16,14,CHOU Tien Chen,2,切球,0,0,1.0,4,849.0,631.0,2.0,7,542.0,398.0,,,WANG Tzu Wei,,4,1.0526234442290885,1.6520408180604864,9,-0.0550942763100905,-0.8636074917554492,0,1,77,4451,0.3333333333333333,0,True,1,-2.0,1,0.5102274417877197,0.2478490173816681,0.0629944205284118,0.1789291203022003,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8096299767494202,31
5,00:24:05,43371.0,16,14,WANG Tzu Wei,2,挑球,0,0,2.0,8,542.0,398.0,1.0,5,820.0,558.0,,,WANG Tzu Wei,,9,-0.3327071254300544,-0.5734271474942393,9,0.3531727587827562,1.2049471260474505,0,1,77,4451,0.5,1,True,1,-2.0,1,0.0919353291392326,0.0446586720645427,0.0113506456837058,0.0442434065043926,0.807811975479126,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0570063330233097,31
6,00:24:06,43397.0,16,14,CHOU Tien Chen,2,切球,0,0,1.0,6,820.0,558.0,2.0,2,805.0,403.0,,,WANG Tzu Wei,,9,0.1782830506469904,1.1062998249100584,9,-0.0544886518328439,-0.8011948135504007,0,1,77,4451,0.6666666666666666,0,True,1,-2.0,1,0.1123148426413536,0.0545582622289657,0.0138667738065123,0.0540509410202503,0.1485946029424667,0.6166145205497742,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8970493078231812,31
7,00:24:07,43423.0,16,14,WANG Tzu Wei,2,網前球,0,1,2.0,3,805.0,403.0,2.0,1,794.0,463.0,,,WANG Tzu Wei,,7,0.9967556611457804,-0.5656520030408391,9,0.5556910360258349,1.0153405664892567,0,1,77,4451,0.8333333333333334,1,True,1,-2.0,1,0.0170823745429515,0.0082979658618569,0.002109047723934,0.0082208067178726,0.0226002987474203,0.1364090740680694,0.8052803874015808,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2704114019870758,31
8,00:24:08,43450.0,16,14,CHOU Tien Chen,3,網前球,0,0,2.0,2,794.0,463.0,2.0,1,796.0,450.0,掛網,對手掛網,WANG Tzu Wei,,8,0.8886559943629728,0.5669161559528438,9,0.5542964864959711,-0.6155227300462217,0,1,77,4451,1.0,0,True,1,-2.0,1,0.0257807131856679,0.0125232860445976,0.0031829739455133,0.0124068362638354,0.0341083593666553,0.2058684974908828,0.2596309781074524,0.4464983344078064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8930537104606628,31
1,00:24:31,44142.0,16,15,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,599.0,497.0,,,CHOU Tien Chen,,9,0.0561132143144868,-0.7635070872960809,9,-0.5260935971867103,0.8332467771823584,0,1,77,4452,0.0,1,True,0,-1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6654046773910522,32
2,00:24:32,44166.0,16,15,CHOU Tien Chen,2,網前球,0,1,2.0,8,599.0,497.0,2.0,1,476.0,410.0,,,CHOU Tien Chen,,8,0.1274404972550485,0.5541088779171108,9,-0.0772400236167555,-0.8511886992866676,0,1,77,4452,0.1,0,True,0,-1.0,2,0.7769594788551331,0.2230404764413833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7445597648620605,32
3,00:24:33,44193.0,16,15,WANG Tzu Wei,2,網前球,0,0,2.0,2,476.0,410.0,2.0,2,465.0,480.0,,,CHOU Tien Chen,,8,-0.5633778006842456,-0.2793745378313928,9,-0.3137290549211428,0.7425414984362337,0,1,77,4452,0.2,1,True,0,-1.0,2,0.5326641201972961,0.1779625862836837,0.2893732786178589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6382933855056763,32
4,00:24:33,44219.0,16,15,CHOU Tien Chen,2,挑球,0,1,2.0,3,465.0,480.0,1.0,8,742.0,330.0,,,CHOU Tien Chen,,8,-0.6428385053980706,0.3957809740592803,9,-0.4046314356023897,-0.5738477849930455,0,1,77,4452,0.2,0,True,0,-1.0,2,0.5954986810684204,0.198955550789833,0.061120219528675,0.144425556063652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7555040717124939,32
5,00:24:34,44248.0,16,15,WANG Tzu Wei,2,殺球,1,0,1.0,9,742.0,330.0,2.0,5,837.0,573.0,,,CHOU Tien Chen,,9,0.0949825747605955,-1.0684405399214254,9,0.3074803143338869,1.0608337864410988,0,1,77,4452,0.3,1,True,0,-1.0,2,0.330877810716629,0.1105459555983543,0.0339603126049041,0.0746011957526207,0.4500147998332977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571861386299133,32
6,00:24:35,44260.0,16,15,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,837.0,573.0,2.0,2,818.0,407.0,,,CHOU Tien Chen,,9,0.4941522180236755,1.145766203633715,9,0.4038771528868123,-1.186471647193445,0,1,77,4452,0.4,0,True,0,-1.0,2,0.1446241587400436,0.0483187958598136,0.0148437935858964,0.032607614994049,0.0560032576322555,0.7036024332046509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9598016142845154,32
7,00:24:36,44287.0,16,15,WANG Tzu Wei,2,網前球,0,1,2.0,3,818.0,407.0,2.0,7,773.0,469.0,,,CHOU Tien Chen,,8,0.918901850729824,-0.5077367377842984,9,0.5522146083443816,1.0620216609185384,0,1,77,4452,0.5,1,True,0,-1.0,2,0.0230614319443702,0.007704802788794,0.0023669570218771,0.0051995343528687,0.008930149488151,0.2536628246307373,0.6990742683410645,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5248137712478638,32
8,00:24:37,44313.0,16,15,CHOU Tien Chen,2,挑球,0,0,2.0,8,773.0,469.0,1.0,9,706.0,320.0,,,CHOU Tien Chen,,8,0.8623562637200942,0.347740145008224,9,0.4603826093556464,-0.6160746790164872,0,1,77,4452,0.6,0,True,0,-1.0,2,0.0307039711624383,0.0102581679821014,0.0031513643916696,0.0069226552732288,0.0118895918130874,0.3377264738082886,0.295863389968872,0.3034844398498535,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8983289003372192,32
9,00:24:38,44366.0,16,15,WANG Tzu Wei,2,殺球,0,0,1.0,10,706.0,320.0,2.0,5,835.0,573.0,,,CHOU Tien Chen,,10,0.5268649378963433,-1.47817661849329,9,0.4696759032284361,1.0770504687720983,0,1,77,4452,0.7,1,True,0,-1.0,2,0.0257271416485309,0.0085954135283827,0.0026405572425574,0.0058005568571388,0.009962398558855,0.2829841077327728,0.2479066550731659,0.2741165161132812,0.1422666162252426,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9220011830329896,32
10,00:24:39,44379.0,16,15,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,835.0,573.0,1.0,6,788.0,337.0,,,CHOU Tien Chen,,9,0.5778982193327595,1.2502294042562994,9,0.5152030929245499,-1.2537753138986445,0,1,77,4452,0.8,0,True,0,-1.0,2,0.0230902750045061,0.0077144391834735,0.0023699172306805,0.005206037312746,0.0089413169771432,0.2539800703525543,0.222497820854187,0.2460213601589203,0.0563401766121387,0.1738386154174804,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9184123277664183,32
11,00:24:40,44404.0,16,15,WANG Tzu Wei,2,長球,1,0,1.0,7,788.0,337.0,1.0,8,717.0,618.0,,,CHOU Tien Chen,,9,0.5207988827205974,-1.2128228371718874,9,0.6048919742604179,1.1987224775476817,0,1,77,4452,0.9,1,True,0,-1.0,2,0.0157296173274517,0.0052552502602338,0.0016144412802532,0.003546470310539,0.0060910279862582,0.1730169653892517,0.1515705436468124,0.1675953119993209,0.0383802019059658,0.0767593458294868,0.3604408502578735,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3295661509037018,32
12,00:24:41,44440.0,16,15,CHOU Tien Chen,2,殺球,0,0,1.0,9,717.0,618.0,2.0,6,766.0,349.0,,,CHOU Tien Chen,,9,0.476577323895365,1.4898937657404936,9,0.0341565452090868,-1.0688147280786586,0,1,77,4452,1.0,0,True,0,-1.0,2,0.0136645548045635,0.0045653148554265,0.0014024892589077,0.003080871887505,0.0052913674153387,0.1503024399280548,0.1316716074943542,0.1455925703048706,0.0333414562046527,0.0666819959878921,0.2615555226802826,0.1828497648239135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7062191963195801,32
13,00:24:41,44455.0,16,15,WANG Tzu Wei,3,接殺防守,0,1,2.0,7,766.0,349.0,2.0,7,744.0,427.0,掛網,對手掛網,CHOU Tien Chen,,9,0.4738206159261261,-1.1995563424436038,9,0.6016514104587055,1.168847974726343,0,1,77,4452,1.0,1,True,0,-1.0,2,0.0041848667897284,0.0013981600059196,0.0004295222752261,0.000943538849242,0.0016205186257138,0.0460311882197856,0.0403253622353076,0.0445887558162212,0.0102110570296645,0.0204218327999115,0.0801032334566116,0.138308584690094,0.6114333271980286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4892483055591583,32
1,00:25:21,45634.0,17,15,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,7,688.0,395.0,,,CHOU Tien Chen,,9,-0.0570590428330226,0.8024910794167788,9,0.5963505810380865,-0.8221460723307074,0,1,77,4453,0.0,0,True,0,-2.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8775475025177002,33
2,00:25:21,45657.0,17,15,WANG Tzu Wei,2,挑球,0,0,2.0,8,688.0,395.0,1.0,5,814.0,611.0,,,CHOU Tien Chen,,9,0.5083388628555636,-0.5685084283567777,9,0.0999208966990864,0.8198619333700918,0,1,77,4453,0.0,1,True,0,-2.0,-1,0.2354540526866912,0.7645459175109863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3725327551364898,33
3,00:25:22,45687.0,17,15,CHOU Tien Chen,2,切球,0,0,1.0,6,814.0,611.0,2.0,2,788.0,403.0,,,CHOU Tien Chen,,9,0.6588841628891703,1.294255178658748,9,0.1535160462785239,-0.9002149611674589,0,1,77,4453,0.03125,0,True,0,-2.0,-1,0.3720222115516662,0.2285221517086029,0.3994556963443756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8664534687995911,33
4,00:25:23,45716.0,17,15,WANG Tzu Wei,2,挑球,0,1,2.0,3,788.0,403.0,1.0,3,867.0,632.0,,,CHOU Tien Chen,,9,0.6689944273186215,-0.602980146101625,9,0.3828486019318307,0.8295389336406552,0,1,77,4453,0.0625,1,True,0,-2.0,-1,0.040648266673088,0.0249690171331167,0.0900598168373107,0.844322919845581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0291197393089532,33
5,00:25:25,45750.0,17,15,CHOU Tien Chen,2,平球,0,0,1.0,4,867.0,632.0,2.0,6,813.0,357.0,,,CHOU Tien Chen,,10,0.8496684040522382,1.5254927572744237,9,0.1321255668471331,-0.9899593370361516,0,1,77,4453,0.125,0,True,0,-2.0,-1,0.0226889587938785,0.0139371501281857,0.0502693876624107,0.1228594630956649,0.790244996547699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70296710729599,33
6,00:25:25,45765.0,17,15,WANG Tzu Wei,2,接殺防守,0,1,2.0,7,813.0,357.0,2.0,1,806.0,500.0,,,CHOU Tien Chen,,9,0.0717089053492997,-0.9645404003862664,9,0.7171741527435255,1.3304715478433653,0,1,77,4453,0.125,1,True,0,-2.0,-1,0.0017221247544512,0.0010578498477116,0.003815519157797,0.0093252109363675,0.1171056479215622,0.8669736981391907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0545076020061969,33
7,00:25:26,45788.0,17,15,CHOU Tien Chen,2,網前球,0,0,2.0,2,806.0,500.0,2.0,2,801.0,411.0,,,CHOU Tien Chen,,8,0.5859193500938636,0.6094380387376118,9,0.2454849581579158,-1.0022152519756888,0,1,77,4453,0.15625,0,True,0,-2.0,-1,0.0043846303597092,0.0026933476328849,0.0097145354375243,0.0237425323575735,0.2981578409671783,0.3594183027744293,0.3018888533115387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3858614265918731,33
8,00:25:27,45813.0,17,15,WANG Tzu Wei,2,挑球,0,1,2.0,3,801.0,411.0,1.0,5,844.0,603.0,,,CHOU Tien Chen,,8,0.6466291232248162,-0.3948986795629248,9,0.4490699202537686,0.8298697123799273,0,1,77,4453,0.1875,1,True,0,-2.0,-1,0.0018399701220914,0.0011302387574687,0.0040766163729131,0.0099633373320102,0.1251192241907119,0.1508266180753708,0.314065009355545,0.3929790556430816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0518136918544769,33
9,00:25:28,45847.0,17,15,CHOU Tien Chen,2,殺球,0,0,1.0,6,844.0,603.0,2.0,8,597.0,355.0,,,CHOU Tien Chen,,10,0.806954257385781,1.518548203836905,9,0.092857434614991,-0.763287884060237,0,1,77,4453,0.21875,0,True,0,-2.0,-1,0.0022284027654677,0.0013688413891941,0.0049372226931154,0.0120666790753602,0.1515329033136367,0.1826673448085785,0.3803666532039642,0.2199659943580627,0.0448659360408782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1390489637851715,33
10,00:25:28,45861.0,17,15,WANG Tzu Wei,2,接殺防守,0,0,2.0,9,597.0,355.0,2.0,2,435.0,498.0,,,CHOU Tien Chen,,9,-0.0936703593392485,-0.965547282304423,4,0.941190222725853,1.532645975125621,0,1,77,4453,0.21875,1,True,0,-2.0,-1,0.0015895613469183,0.0009764201240614,0.0035218133125454,0.0086073875427246,0.1080912500619888,0.1303000152111053,0.271322637796402,0.1569058448076248,0.0360933877527713,0.2825916409492492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1165764406323432,33
11,00:25:29,45888.0,17,15,CHOU Tien Chen,2,網前球,0,1,2.0,3,435.0,498.0,2.0,1,482.0,416.0,,,CHOU Tien Chen,,9,-0.7495430946263529,0.8812342382640926,9,-0.2985551827553293,-0.8150700202413734,0,1,77,4453,0.25,0,True,0,-2.0,-1,0.0017407854320481,0.0010693125659599,0.0038568635936826,0.0094262585043907,0.1183745935559272,0.1426962167024612,0.2971351444721222,0.1718332171440124,0.0395271591842174,0.0813274905085563,0.1330129504203796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3269368708133697,33
12,00:25:30,45912.0,17,15,WANG Tzu Wei,2,網前球,0,0,2.0,2,482.0,416.0,2.0,7,502.0,470.0,,,CHOU Tien Chen,,8,-0.7863306380783486,-0.3581719722800178,9,-0.4162052077624154,0.8584250997978806,0,1,77,4453,0.28125,1,True,0,-2.0,-1,0.0012664032401517,0.0007779137231409,0.0028058281168341,0.006857503671199,0.0861162766814231,0.103810004889965,0.216162696480751,0.1250068694353103,0.0287555940449237,0.0591648966073989,0.0983835235238075,0.2708925306797027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2349143624305725,33
13,00:25:31,45938.0,17,15,CHOU Tien Chen,2,挑球,0,1,2.0,8,502.0,470.0,1.0,9,555.0,314.0,,,CHOU Tien Chen,,8,-0.6512519872025895,0.514333265484817,9,-0.60954992277515,-0.6223628674860215,0,1,77,4453,0.3125,0,True,0,-2.0,-1,0.0015196136664599,0.0009334533824585,0.003366838209331,0.0082286251708865,0.1033347621560096,0.1245662569999694,0.2593832612037658,0.1500013172626495,0.034505121409893,0.0709946006536483,0.1180547773838043,0.0872562527656555,0.0378551222383976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3508272767066955,33
14,00:25:33,45992.0,17,15,WANG Tzu Wei,2,殺球,0,0,1.0,10,555.0,314.0,2.0,5,826.0,558.0,,,CHOU Tien Chen,,10,-0.551397451481697,-1.4421430295458826,9,0.0335617404279705,0.9335346965173072,0,1,77,4453,0.375,1,True,0,-2.0,-1,0.0014935048529878,0.0009174154838547,0.0033089916687458,0.0080872466787695,0.1015593409538269,0.1224260479211807,0.2549267411231994,0.1474241018295288,0.0339122787117958,0.0697748214006424,0.1160264462232589,0.0857570841908454,0.0337985642254352,0.0205873921513557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3742451071739197,33
15,00:25:33,46008.0,17,15,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,826.0,558.0,2.0,2,799.0,400.0,,,CHOU Tien Chen,,9,0.2932202155626562,1.129672374640921,10,-0.4770928278878281,-1.385018628802022,0,1,77,4453,0.375,0,True,0,-2.0,-1,0.0014575767563655,0.0008953459910117,0.0032293898984789,0.0078926989808678,0.099116213619709,0.1194809451699256,0.2487941682338714,0.1438776403665542,0.0330964811146259,0.0680963099002838,0.1132352948188781,0.0836940929293632,0.0329855009913444,0.0105359591543674,0.0336123816668987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3839291930198669,33
16,00:25:34,46034.0,17,15,WANG Tzu Wei,2,網前球,0,1,2.0,3,799.0,400.0,2.0,2,436.0,491.0,,,CHOU Tien Chen,,7,1.0456355452458774,-0.5536293538772789,9,0.8268762912733933,1.0556161515655529,0,1,77,4453,0.40625,1,True,0,-2.0,-1,0.0011642022291198,0.0007151347235776,0.0025793926324695,0.0063040913082659,0.0791665390133857,0.0954323559999466,0.1987179815769195,0.1149185895919799,0.0264349672943353,0.0543901845812797,0.0904437974095344,0.0668485164642334,0.0263463258743286,0.0084153283387422,0.038144864141941,0.1899776756763458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3036611378192901,33
17,00:25:35,46063.0,17,15,CHOU Tien Chen,2,網前球,0,1,2.0,3,436.0,491.0,2.0,1,465.0,406.0,,,CHOU Tien Chen,,8,-0.8618253693071833,0.5400937642562903,9,0.2554488942372708,-0.7993388350254055,0,1,77,4453,0.4375,0,True,0,-2.0,-1,0.0011558886617422,0.000710027932655,0.0025609731674194,0.0062590739689767,0.0786012113094329,0.0947508737444877,0.1972989439964294,0.1140979528427124,0.0262461956590414,0.0540017858147621,0.0897979363799095,0.0663711503148078,0.0261581875383853,0.0083552338182926,0.0378724709153175,0.0484743379056453,0.1472877711057663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4217116236686706,33
18,00:25:36,46089.0,17,15,WANG Tzu Wei,2,挑球,0,0,2.0,2,465.0,406.0,1.0,6,416.0,619.0,,,CHOU Tien Chen,,2,-0.8912079806106592,-0.2922220849716333,8,-0.7382163350994313,0.5850602911743289,0,1,77,4453,0.46875,1,True,0,-2.0,-1,0.000568424758967,0.0003491663665045,0.001259395154193,0.0030779889784753,0.0386532694101333,0.0465950965881347,0.0970245823264122,0.0561093017458915,0.0129069415852427,0.0265561509877443,0.0441594198346138,0.0326389633119106,0.0128636620938777,0.0041088061407208,0.0186243299394845,0.023837948217988,0.0511982813477516,0.529468297958374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272714227437973,33
19,00:25:37,46135.0,17,15,CHOU Tien Chen,2,長球,1,0,1.0,7,416.0,619.0,1.0,3,479.0,322.0,,,CHOU Tien Chen,,7,-1.0333959755382969,1.4897722826446855,9,-0.5417702085795598,-0.8041127694947994,0,1,77,4453,0.5,0,True,0,-2.0,-1,0.0008176548290066,0.0005022609839215,0.0018115864368155,0.0044275559484958,0.0556010827422142,0.0670250654220581,0.1395657211542129,0.0807108357548713,0.0185660868883132,0.0381998904049396,0.0635214447975158,0.0469497591257095,0.0185038298368453,0.0059103425592184,0.0267903059720993,0.0342898741364479,0.0736465454101562,0.2493548393249511,0.0738053023815155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4611582159996032,33
20,00:25:39,46182.0,17,15,WANG Tzu Wei,2,切球,0,0,1.0,4,479.0,322.0,2.0,7,763.0,486.0,,,CHOU Tien Chen,,4,-1.0691421914573906,-1.4028780551360478,9,-0.0368139118022963,1.020276912457721,0,1,77,4453,0.5625,1,True,0,-2.0,-1,0.0007495392346754,0.0004604195710271,0.0016606702702119,0.0040587135590612,0.0509691759943962,0.0614414662122726,0.1279390454292297,0.0739871338009834,0.0170194189995527,0.0350176095962524,0.0582297258079052,0.0430385582149028,0.0169623494148254,0.0054179751314222,0.0245585106313228,0.031433317810297,0.0675113424658775,0.2285820692777633,0.0529946014285087,0.0979683399200439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4267783164978027,33
