ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,win_prob
5,00:59:46,107488.0,22,22,Anders ANTONSEN,2,殺球,0,0,1.0,9,544.0,381.0,,6,350.0,562.0,,,Anders ANTONSEN,,9,-0.3416679574377698,-1.0066466330064685,9,-0.088096030254936,0.869508889380968,0,2,38,1294,0.5,1,True,1,0.0,1,0.033409155905246735,0.04518057405948639,0.09293825924396515,0.32102540135383606,0.5074465870857239,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43296849727630615
6,00:59:46,107501.0,22,22,CHOU Tien Chen,2,接殺防守,0,1,2.0,7,350.0,562.0,,9,545.0,362.0,,,Anders ANTONSEN,,9,0.121966232504228,1.0647833519481775,9,-0.1947605611368847,-1.1965156087130826,0,2,38,1294,0.5,0,True,1,0.0,1,0.005846207030117512,0.007906067185103893,0.016263095661997795,0.05617564916610718,0.06673618406057358,0.8470728397369385,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9408218264579773
7,00:59:48,107540.0,22,22,Anders ANTONSEN,2,殺球,0,0,1.0,10,545.0,362.0,,8,670.0,559.0,,,Anders ANTONSEN,,10,-0.6889840287964769,-1.4233690782250177,9,0.2521818386386305,0.9951685025373288,0,2,38,1294,1.0,1,True,1,0.0,1,0.009342432953417301,0.012634155340492725,0.02598896622657776,0.08977055549621582,0.10664662718772888,0.4532029926776886,0.30241432785987854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6271639466285706
1,01:00:37,109003.0,23,23,CHOU Tien Chen,1,發長球,0,1,2.0,8,,,,9,717.0,358.0,,,Anders ANTONSEN,,9,-0.0246094714851508,0.8083735651024355,9,0.667451762434484,-0.977135591873634,0,2,38,1296,0.0,0,True,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7947971820831299
2,01:00:38,109039.0,23,23,Anders ANTONSEN,2,切球,0,0,1.0,10,717.0,358.0,,1,920.0,529.0,,,Anders ANTONSEN,,10,0.2581406795534443,-1.4435497293198096,9,0.364707829128962,1.0420276158813884,0,2,38,1296,0.0714285714285714,1,True,1,0.0,2,0.2953898310661316,0.7046101689338684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.16175784170627594
3,01:00:38,109058.0,23,23,CHOU Tien Chen,2,網前球,0,0,2.0,2,920.0,529.0,,2,832.0,435.0,,,Anders ANTONSEN,,6,1.012482746999145,0.9730055505777728,9,0.3510087318276739,-1.3150804859999636,0,2,38,1296,0.0714285714285714,0,True,1,0.0,2,0.058565571904182434,0.13596467673778534,0.805469810962677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6726847290992737
4,01:00:39,109081.0,23,23,Anders ANTONSEN,2,挑球,0,1,2.0,3,832.0,435.0,,5,940.0,652.0,,,Anders ANTONSEN,,3,0.9696798847986178,-0.4252613950773891,9,0.5440998115488729,0.8398772834297432,0,2,38,1296,0.1428571428571428,1,True,1,0.0,2,0.03520936146378517,0.08174138516187668,0.2586800158023834,0.6243693232536316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.36916011571884155
5,01:00:40,109111.0,23,23,CHOU Tien Chen,2,平球,0,0,1.0,6,940.0,652.0,,8,549.0,376.0,,,Anders ANTONSEN,,10,0.9478515073038636,1.5454362937782744,9,0.395573801322377,-0.9077342591916956,0,2,38,1296,0.2142857142857142,0,True,1,0.0,2,0.012456708587706089,0.028919251635670662,0.09151831269264221,0.19786246120929718,0.6692432761192322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6245282292366028
6,01:00:41,109127.0,23,23,Anders ANTONSEN,2,平球,0,0,2.0,9,549.0,376.0,,6,416.0,532.0,,,Anders ANTONSEN,,9,0.1300785556473629,-1.0657185012358703,9,0.6832678030921129,1.432694449402396,0,2,38,1296,0.2857142857142857,1,True,1,0.0,2,0.012679765932261944,0.029437104240059853,0.093157097697258,0.20140554010868073,0.2946796417236328,0.36864084005355835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.26923424005508423
7,01:00:41,109143.0,23,23,CHOU Tien Chen,2,網前球,0,0,2.0,7,416.0,532.0,,1,469.0,430.0,,,Anders ANTONSEN,,9,-0.5858661464205516,0.9550262632543424,9,-0.5230876762495947,-1.1034861031512395,0,2,38,1296,0.2857142857142857,0,True,1,0.0,2,0.0039103152230381966,0.009078114293515682,0.028728734701871872,0.0621115006506443,0.09087631851434708,0.10569041222333908,0.6996045708656311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7181186676025391
8,01:00:42,109167.0,23,23,Anders ANTONSEN,2,網前球,0,0,2.0,2,469.0,430.0,,2,438.0,478.0,,,Anders ANTONSEN,,2,-0.8794494432683084,-0.4072939747653228,9,-0.4626002959778185,0.8663022388787956,0,2,38,1296,0.3571428571428571,1,True,1,0.0,2,0.004044895060360432,0.009390550665557384,0.02971748262643814,0.06424915790557861,0.09400395303964615,0.10932788997888565,0.277370810508728,0.4118952751159668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2613426744937897
9,01:00:43,109193.0,23,23,CHOU Tien Chen,2,挑球,0,0,2.0,3,438.0,478.0,,8,736.0,369.0,,,Anders ANTONSEN,,3,-0.8611816334904908,0.3754833528072196,8,-0.6632150658376246,-0.4914936544880757,0,2,38,1296,0.4285714285714285,0,True,1,0.0,2,0.0014558042166754603,0.0033797675278037786,0.010695663280785084,0.02312401309609413,0.033833108842372894,0.03934836387634277,0.09982895106077194,0.14830061793327332,0.6400336623191833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6203151941299438
10,01:00:44,109226.0,23,23,Anders ANTONSEN,2,殺球,0,0,1.0,9,736.0,369.0,,5,950.0,576.0,,,Anders ANTONSEN,,9,0.1532191416595456,-1.3292588673876014,9,0.1557654231328398,1.0374417865012866,0,2,38,1296,0.5,1,True,1,0.0,2,0.0016485301312059164,0.0038271944504231215,0.012111603282392025,0.02618526853621006,0.03831208124756813,0.04455747827887535,0.11304473131895065,0.16793328523635864,0.4026655852794647,0.18971431255340576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4623623490333557
11,01:00:45,109241.0,23,23,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,950.0,576.0,,2,785.0,428.0,,,Anders ANTONSEN,,9,0.5873016708565105,1.20183640983286,10,0.5348735008655504,-1.4877893689070774,0,2,38,1296,0.5714285714285714,0,True,1,0.0,2,0.0011017097858712077,0.0025577072519809008,0.008094158954918385,0.017499564215540886,0.025603890419006348,0.02977767214179039,0.07554757595062256,0.11222949624061584,0.2691006362438202,0.11028023064136505,0.3482073247432709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.8042978644371033
12,01:00:45,109269.0,23,23,Anders ANTONSEN,2,網前球,0,1,2.0,3,785.0,428.0,,7,652.0,488.0,,,Anders ANTONSEN,,8,0.6412001120707678,-0.354451441706944,9,0.6972050805435637,0.8606406078227268,0,2,38,1296,0.5714285714285714,1,True,1,0.0,2,0.0013110076542943716,0.003043609205633402,0.009631856344640255,0.02082405798137188,0.030468009412288666,0.03543471917510033,0.08989978581666946,0.13355039060115814,0.32022324204444885,0.13123080134391785,0.1611749529838562,0.06320755183696747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5770363807678223
13,01:00:46,109289.0,23,23,CHOU Tien Chen,2,網前球,0,0,2.0,8,652.0,488.0,,1,454.0,434.0,,,Anders ANTONSEN,,8,-0.0555296243602878,0.3835579993151382,9,0.2805760805728567,-0.7664015132225073,0,2,38,1296,0.6428571428571429,0,True,1,0.0,2,0.0010805354686453938,0.0025085494853556156,0.007938597351312637,0.017163235694169998,0.02511180192232132,0.02920537255704403,0.07409560680389404,0.1100725308060646,0.26392871141433716,0.10816072672605515,0.13284075260162354,0.04896213486790657,0.17893140017986298,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6582354307174683
14,01:00:47,109311.0,23,23,Anders ANTONSEN,2,網前球,0,0,2.0,2,454.0,434.0,,2,376.0,482.0,,,Anders ANTONSEN,,8,-0.8140015875013729,-0.3175819815109078,8,-0.0913030518479504,0.5990507201456706,0,2,38,1296,0.7142857142857143,1,True,1,0.0,2,0.001085185445845127,0.0025193446781486273,0.007972760125994682,0.017237095162272453,0.025219867005944252,0.029331054538488388,0.07441446930170059,0.11054620891809464,0.2650645077228546,0.10862617939710617,0.1334124207496643,0.049172837287187576,0.05589262396097183,0.11950552463531494,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5328761339187622
15,01:00:48,109341.0,23,23,CHOU Tien Chen,2,挑球,0,1,2.0,3,376.0,482.0,,9,538.0,354.0,,,Anders ANTONSEN,,3,-1.1843830341853798,0.4358892594080939,9,-0.5464271901743766,-0.576667058921395,0,2,38,1296,0.7857142857142857,0,True,1,0.0,2,0.0004952690214850008,0.0011498072417452931,0.003638697089627385,0.007866859436035156,0.011510126292705536,0.013386433944106102,0.03396211564540863,0.05045232176780701,0.1209731251001358,0.0495760403573513,0.06088826060295105,0.022442054003477097,0.025508906692266464,0.044601861387491226,0.5535481572151184,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5260920524597168
16,01:00:49,109385.0,23,23,Anders ANTONSEN,2,切球,0,0,1.0,10,538.0,354.0,,7,567.0,471.0,,,Anders ANTONSEN,,10,-0.2526310192841808,-1.588418706262383,9,-0.122894867276589,0.8323772394898507,0,2,38,1296,0.8571428571428571,1,True,1,0.0,2,0.0005310039850883186,0.001232768758200109,0.0039012383203953505,0.008434473536908627,0.012340611778199673,0.014352298341691494,0.036412566900253296,0.054092586040496826,0.1297016441822052,0.05315307527780533,0.06528151035308838,0.024061305448412895,0.02734943851828575,0.04782000556588173,0.15596547722816467,0.3653700351715088,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.36192578077316284
17,01:00:50,109406.0,23,23,CHOU Tien Chen,2,推撲球,0,1,1.0,8,567.0,471.0,,8,642.0,385.0,,,Anders ANTONSEN,,8,-0.0867412064769865,0.5385155849952875,9,-0.3054632875208161,-1.3380640231956615,0,2,38,1296,0.9285714285714286,0,True,1,0.0,2,0.0003808212059084326,0.0008841072558425367,0.0027978590223938227,0.006048968993127346,0.00885034166276455,0.010293068364262581,0.026114074513316154,0.038793694227933884,0.09301839023828506,0.03811990097165108,0.046818073838949203,0.01725609414279461,0.01961425319314003,0.03429517149925232,0.11185408383607864,0.23758487403392792,0.3072762191295624,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3870501220226288
18,01:00:50,109416.0,23,23,Anders ANTONSEN,2,平球,0,1,2.0,9,642.0,385.0,,7,625.0,522.0,,,Anders ANTONSEN,,9,-0.3496021964856142,-1.1584950271967214,8,-0.0708436286217524,0.5470620127374867,0,2,38,1296,0.9285714285714286,1,True,1,0.0,2,0.00037346381577663124,0.0008670264505781233,0.0027438050601631403,0.005932103842496872,0.008679354563355446,0.01009420771151781,0.025609556585550308,0.03804420307278633,0.09122129529714584,0.03738343343138695,0.04591355472803116,0.016922710463404655,0.019235311076045036,0.03363259509205818,0.10969308763742447,0.23299477994441986,0.1581578403711319,0.1625017672777176,0.0,,,,,,,,,,,,,,,,,,,,,0.374262273311615
19,01:00:51,109428.0,23,23,CHOU Tien Chen,3,接殺防守,0,0,2.0,8,625.0,522.0,2.0,7,524.0,449.0,未過網,對手未過網,Anders ANTONSEN,,9,0.1514663124850228,0.7439471424923797,9,-0.5206543936578065,-0.9867699658334542,0,2,38,1296,1.0,0,True,1,0.0,2,0.0002475889923516661,0.0005747979157604277,0.0018190142000094056,0.003932706546038389,0.005754007026553154,0.006691986694931984,0.016977936029434204,0.025221524760127068,0.06047544255852699,0.024783464148640633,0.030438536778092384,0.011218964122235775,0.012752109207212925,0.022296832874417305,0.07272136956453323,0.15446463227272034,0.10485123097896576,0.09260883927345276,0.35216906666755676,,,,,,,,,,,,,,,,,,,,,0.6049142479896545
1,01:01:20,110299.0,23,24,Anders ANTONSEN,1,發長球,0,1,2.0,8,,,,3,960.0,689.0,,,CHOU Tien Chen,,9,-0.0588476424467435,-0.7153658263520631,9,0.4728814799949958,0.9997467783088254,0,2,38,1297,0.0,1,True,0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4662475883960724
2,01:01:21,110337.0,23,24,CHOU Tien Chen,2,切球,0,0,1.0,4,960.0,689.0,,2,812.0,425.0,,,CHOU Tien Chen,,4,1.1796236817601309,1.5180405991280768,9,-0.0674849901903094,-1.1296582319563844,0,2,38,1297,0.1111111111111111,0,True,0,1.0,3,0.336264967918396,0.663735032081604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6242953538894653
3,01:01:22,110366.0,23,24,Anders ANTONSEN,2,網前球,0,1,2.0,3,812.0,425.0,,1,861.0,481.0,,,CHOU Tien Chen,,9,0.8600590096026384,-0.5453617648014969,9,0.622508827221095,1.2504135602194817,0,2,38,1297,0.2222222222222222,1,True,0,1.0,3,0.20288538932800293,0.1731594055891037,0.6239551901817322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2573160231113434
4,01:01:23,110394.0,23,24,CHOU Tien Chen,2,挑球,0,0,2.0,2,861.0,481.0,,9,594.0,356.0,,,CHOU Tien Chen,,8,0.7689498210290451,0.400709383418454,9,0.5863109782119814,-0.8330842130323685,0,2,38,1297,0.3333333333333333,0,True,0,1.0,3,0.03451508656144142,0.029458070173859596,0.09805190563201904,0.8379749059677124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.866275429725647
5,01:01:24,110432.0,23,24,Anders ANTONSEN,2,切球,0,0,1.0,10,594.0,356.0,,1,857.0,521.0,,,CHOU Tien Chen,,10,0.0322973272094074,-1.438737621837498,9,0.2722059124191611,0.980994418716883,0,2,38,1297,0.4444444444444444,1,True,0,1.0,3,0.034787390381097794,0.029690474271774292,0.09882547706365585,0.2783370614051819,0.5583595633506775,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3224397301673889
6,01:01:25,110450.0,23,24,CHOU Tien Chen,2,網前球,0,0,2.0,2,857.0,521.0,,7,619.0,432.0,,,CHOU Tien Chen,,9,0.6558693679334575,0.846134342784581,10,-0.1465054832790013,-1.4349278203388955,0,2,38,1297,0.5555555555555556,0,True,0,1.0,3,0.012646635994315147,0.010793699882924557,0.035927094519138336,0.10118688642978668,0.18913017213344574,0.6503154635429382,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5691294074058533
7,01:01:26,110477.0,23,24,Anders ANTONSEN,2,網前球,0,0,2.0,8,619.0,432.0,,2,440.0,481.0,,,CHOU Tien Chen,,8,0.3810356923393042,-0.3890669547892284,9,0.3457282182729476,0.7096752271122142,0,2,38,1297,0.6666666666666666,1,True,0,1.0,3,0.01221561897546053,0.01042583305388689,0.03470263630151749,0.09773825854063034,0.1826842725276947,0.23198270797729492,0.4302506744861603,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20815987884998322
8,01:01:27,110502.0,23,24,CHOU Tien Chen,2,挑球,0,1,2.0,3,440.0,481.0,,4,803.0,359.0,,,CHOU Tien Chen,,8,-0.6582425807766871,0.5976079218951748,9,0.1022663565616741,-0.8395117573564509,0,2,38,1297,0.7777777777777778,0,True,0,1.0,3,0.003837822237983346,0.003275519236922264,0.0109026487916708,0.03070676513016224,0.05739454925060272,0.07288280874490738,0.10771755874156952,0.7132822871208191,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6938607692718506
9,01:01:28,110544.0,23,24,Anders ANTONSEN,2,切球,0,1,1.0,5,803.0,359.0,,1,799.0,476.0,,,CHOU Tien Chen,,10,0.8182744987196853,-1.4938749431862153,9,0.3970916323839142,1.0819168413444782,0,2,38,1297,0.8888888888888888,1,True,0,1.0,3,0.004022290464490652,0.003432959783822298,0.011426691897213459,0.032182708382606506,0.06015326455235481,0.0763859748840332,0.11289510130882263,0.1734766960144043,0.526024341583252,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13530778884887695
10,01:01:29,110565.0,23,24,CHOU Tien Chen,2,推撲球,0,0,1.0,2,799.0,476.0,,5,484.0,375.0,,,CHOU Tien Chen,,8,0.5583522196444342,0.6079580146112171,9,0.3237910919821947,-1.3697338780164934,0,2,38,1297,1.0,0,True,0,1.0,3,0.002356169745326042,0.002010952914133668,0.006693508010357618,0.018851928412914276,0.03523647040128708,0.04474524036049843,0.06613148003816605,0.10161886364221573,0.3249644339084625,0.39739102125167847,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18668711185455322
11,01:01:29,110581.0,23,24,Anders ANTONSEN,3,接殺防守,0,0,2.0,6,484.0,375.0,,1,485.0,450.0,掛網,對手掛網,CHOU Tien Chen,,9,-0.0379643154271761,-1.0961318940237683,8,0.3718656552486016,0.6521468295207811,0,2,38,1297,1.0,1,True,0,1.0,3,0.0020958564709872007,0.0017887797439470887,0.005953996442258358,0.016769135370850563,0.0313434824347496,0.0398017056286335,0.058825161308050156,0.09039183706045151,0.2890617847442627,0.18720382452011108,0.276764452457428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14734239876270294
1,01:02:20,112094.0,24,24,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,,7,552.0,426.0,,,Anders ANTONSEN,,9,0.1103479962185457,0.7680577906917154,9,-0.4619354110402212,-0.9716051168844796,0,2,38,1298,0.0,0,True,1,0.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6091614365577698
2,01:02:20,112116.0,24,24,Anders ANTONSEN,2,網前球,0,1,2.0,8,552.0,426.0,,2,443.0,479.0,,,Anders ANTONSEN,,9,-0.6498810892847577,-0.5468448711977585,9,0.0768071922175731,0.7209250706293334,0,2,38,1298,0.0,1,True,1,0.0,-1,0.18343032896518707,0.8165696859359741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.19765901565551758
3,01:02:21,112143.0,24,24,CHOU Tien Chen,2,挑球,0,1,2.0,3,443.0,479.0,,9,546.0,359.0,,,Anders ANTONSEN,,8,-0.7760429554500524,0.3932140404135603,9,-0.4916287220703847,-0.72232446203011,0,2,38,1298,0.0909090909090909,0,True,1,0.0,-1,0.032005131244659424,0.11627743393182755,0.851717472076416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.816271960735321
4,01:02:23,112184.0,24,24,Anders ANTONSEN,2,殺球,0,0,1.0,10,546.0,359.0,,6,406.0,586.0,,,Anders ANTONSEN,,10,-0.565214488631161,-1.426006270438692,9,0.0058122823035465,1.1187695616945887,0,2,38,1298,0.2727272727272727,1,True,1,0.0,-1,0.02428814209997654,0.08824093639850616,0.3576347529888153,0.5298361778259277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5160695314407349
5,01:02:23,112197.0,24,24,CHOU Tien Chen,2,網前球,0,1,2.0,7,406.0,586.0,,7,516.0,424.0,,,Anders ANTONSEN,,9,0.4118320354106107,1.1468992207645885,4,-0.8900292650576452,-1.5348431182418831,0,2,38,1298,0.2727272727272727,0,True,1,0.0,-1,0.00853955838829279,0.03102496638894081,0.12574215233325958,0.14368829131126404,0.6910050511360168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7541603446006775
6,01:02:24,112226.0,24,24,Anders ANTONSEN,2,網前球,0,0,2.0,8,516.0,424.0,,2,415.0,485.0,,,Anders ANTONSEN,,8,-0.422873050370549,-0.4416067916494708,9,-0.1269779927971876,0.8699479772500922,0,2,38,1298,0.3636363636363636,1,True,1,0.0,-1,0.008714403957128525,0.03166018798947334,0.12831667065620422,0.14663025736808777,0.23547738790512085,0.4492011070251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.3388790190219879
7,01:02:25,112247.0,24,24,CHOU Tien Chen,2,網前球,0,1,2.0,3,415.0,485.0,,1,472.0,429.0,,,Anders ANTONSEN,,8,-0.6900118464146565,0.4568872958366992,9,-0.379618944328271,-0.7997566233953778,0,2,38,1298,0.4545454545454545,0,True,1,0.0,-1,0.0027560421731323004,0.010012943297624588,0.040581803768873215,0.04637371003627777,0.07447276264429092,0.11422839760780334,0.7115743160247803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.825175940990448
8,01:02:25,112266.0,24,24,Anders ANTONSEN,2,推撲球,0,0,2.0,2,472.0,429.0,,6,347.0,568.0,,,Anders ANTONSEN,,2,-0.9590007184868848,-0.2772694185581701,8,-0.4763501193330854,0.6459186775350005,0,2,38,1298,0.4545454545454545,1,True,1,0.0,-1,0.0024100893642753363,0.008756065741181374,0.035487763583660126,0.040552638471126556,0.06512454897165298,0.0998898595571518,0.377148300409317,0.3706306517124176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.48153799772262573
9,01:02:26,112279.0,24,24,CHOU Tien Chen,2,接殺防守,0,1,1.0,7,347.0,568.0,,9,713.0,357.0,,,Anders ANTONSEN,,9,-0.4675965981645101,0.7748332535172816,6,-0.9283584799078562,-0.584036685230898,0,2,38,1298,0.5454545454545454,0,True,1,0.0,-1,0.0006701142992824316,0.002434584079310298,0.009867210872471333,0.011275474913418293,0.0181075818836689,0.027773914858698845,0.10486435890197754,0.07730721682310104,0.7476995587348938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.8763100504875183
10,01:02:27,112318.0,24,24,Anders ANTONSEN,2,長球,0,0,1.0,10,713.0,357.0,,8,607.0,615.0,,,Anders ANTONSEN,,10,-0.0764672054237692,-1.4174758207075513,9,0.2497963553632836,1.083441121668726,0,2,38,1298,0.6363636363636364,1,True,1,0.0,-1,0.0012066796189174056,0.004383973311632872,0.017767958343029022,0.02030383050441742,0.03260645642876625,0.05001269280910492,0.18883001804351807,0.139207661151886,0.28944119811058044,0.25623953342437744,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5005808472633362
11,01:02:28,112347.0,24,24,CHOU Tien Chen,2,殺球,0,0,1.0,9,607.0,615.0,,5,458.0,378.0,,,Anders ANTONSEN,,9,-0.0442145079014084,1.119280137463215,9,-0.0380030906158397,-1.0456967150471217,0,2,38,1298,0.7272727272727273,0,True,1,0.0,-1,0.0010749036446213722,0.0039052197244018316,0.01582759991288185,0.018086543306708336,0.029045654460787773,0.04455103725194931,0.1682087481021881,0.12400543689727783,0.2578326463699341,0.24410703778266907,0.09335515648126602,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.48208439350128174
12,01:02:29,112361.0,24,24,Anders ANTONSEN,2,接殺防守,0,0,2.0,6,458.0,378.0,,2,397.0,477.0,,,Anders ANTONSEN,,9,-0.4014686259124833,-1.1574512630045637,9,0.0382739086811001,1.2858443428945243,0,2,38,1298,0.8181818181818182,1,True,1,0.0,-1,0.001039800583384931,0.0037776867393404245,0.015310718677937984,0.017495889216661453,0.028097109869122505,0.04309613257646561,0.16271555423736572,0.11995578557252884,0.24941261112689972,0.23613522946834564,0.0635630413889885,0.059400465339422226,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4639572203159332
13,01:02:29,112387.0,24,24,CHOU Tien Chen,2,推撲球,0,1,1.0,3,397.0,477.0,,8,577.0,394.0,,,Anders ANTONSEN,,3,-1.0353399198728566,0.6277103243275194,6,-1.2551927622894834,-0.9562787011721292,0,2,38,1298,0.8181818181818182,0,True,1,0.0,-1,0.0009500586893409491,0.0034516467712819576,0.013989299535751343,0.015985876321792603,0.02567213959991932,0.0393766425549984,0.14867210388183594,0.10960278660058975,0.2278866022825241,0.2157551646232605,0.058077119290828705,0.05168569087982178,0.08889483660459518,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.481381893157959
14,01:02:30,112396.0,24,24,Anders ANTONSEN,2,接殺防守,0,1,2.0,9,577.0,394.0,,2,461.0,519.0,,,Anders ANTONSEN,,9,-0.7154601378814254,-0.8709150719594048,3,-1.1243911008077994,0.480718014460417,0,2,38,1298,0.9090909090909092,1,True,1,0.0,-1,0.0008514394867233932,0.0030933544039726257,0.012537163682281971,0.01432648953050375,0.023007286712527275,0.035289216786623,0.13323944807052612,0.0982256606221199,0.20423121750354767,0.19335906207561493,0.05204852297902107,0.04632054641842842,0.032347727566957474,0.15112289786338806,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4340623915195465
