,rally,ball_round,player,type,player_location,ball_location,scores,getpoint_player,tactic
2540,5,10,CHOU Tien Chen,Net Shot,15,17,"[2.0, 2.0]",CHOU Tien Chen,FC/No/No/FCCD
2541,5,11,Kento MOMOTA,Net Shot,6,25,"[2.0, 2.0]",CHOU Tien Chen,FC/No/No/FCCD
2542,6,1,CHOU Tien Chen,Serve short,15,20,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2543,6,2,Kento MOMOTA,Net Shot,11,17,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2544,6,3,CHOU Tien Chen,Net Shot,14,24,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2545,6,4,Kento MOMOTA,Lob,15,1,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2546,6,5,CHOU Tien Chen,Drive,14,11,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2547,6,6,Kento MOMOTA,Drive,11,14,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2548,6,7,CHOU Tien Chen,Smash Defence,6,18,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2549,6,8,Kento MOMOTA,Lob,11,1,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2550,6,9,CHOU Tien Chen,Smash,10,12,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2551,6,10,Kento MOMOTA,Smash Defence,11,24,"[2.0, 3.0]",CHOU Tien Chen,FC/FhL/FcL/No
2552,9,1,CHOU Tien Chen,Serve short,14,17,"[2.0, 6.0]",CHOU Tien Chen,FCP
2553,9,2,Kento MOMOTA,Lob,10,4,"[2.0, 6.0]",CHOU Tien Chen,FCP
2554,9,3,CHOU Tien Chen,Clear,15,2,"[2.0, 6.0]",CHOU Tien Chen,FCP
2555,9,4,Kento MOMOTA,Smash,14,9,"[2.0, 6.0]",CHOU Tien Chen,FCP
2556,9,5,CHOU Tien Chen,Smash Defence,11,20,"[2.0, 6.0]",CHOU Tien Chen,FCP
2557,9,6,Kento MOMOTA,Net Shot,2,17,"[2.0, 6.0]",CHOU Tien Chen,FCP
2558,9,7,CHOU Tien Chen,Net Shot,10,24,"[2.0, 6.0]",CHOU Tien Chen,FCP
2559,9,8,Kento MOMOTA,Lob,15,9,"[2.0, 6.0]",CHOU Tien Chen,FCP
2560,9,9,CHOU Tien Chen,Smash,18,8,"[2.0, 6.0]",CHOU Tien Chen,FCP
2561,9,10,Kento MOMOTA,Net Shot,11,15,"[2.0, 6.0]",CHOU Tien Chen,FCP
2562,9,11,CHOU Tien Chen,Net Shot,9,20,"[2.0, 6.0]",CHOU Tien Chen,FCP
2563,10,1,CHOU Tien Chen,Serve short,15,20,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2564,10,2,Kento MOMOTA,Lob,11,4,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2565,10,3,CHOU Tien Chen,Drop,15,14,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2566,10,4,Kento MOMOTA,Net Shot,10,18,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2567,10,5,CHOU Tien Chen,Lob,7,4,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2568,10,6,Kento MOMOTA,Drop,11,13,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2569,10,7,CHOU Tien Chen,Smash Defence,10,16,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2570,10,8,Kento MOMOTA,Lob,7,7,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2571,10,9,CHOU Tien Chen,Clear,14,5,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2572,10,10,Kento MOMOTA,Drop,11,15,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2573,10,11,CHOU Tien Chen,Net Shot,7,20,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2574,10,12,Kento MOMOTA,Net Shot,6,21,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2575,10,13,CHOU Tien Chen,Lob,10,4,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2576,10,14,Kento MOMOTA,Drop,15,13,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2577,10,15,CHOU Tien Chen,Net Shot,10,20,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2578,10,16,Kento MOMOTA,Lob,7,1,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2579,10,17,CHOU Tien Chen,Drop,14,20,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2580,10,18,Kento MOMOTA,Net Shot,11,17,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2581,10,19,CHOU Tien Chen,Lob,6,4,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2582,10,20,Kento MOMOTA,Drop,15,19,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2583,10,21,CHOU Tien Chen,Net Shot,14,21,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2584,10,22,Kento MOMOTA,Lob,11,2,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2585,10,23,CHOU Tien Chen,Clear,19,28,"[2.0, 7.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2586,11,1,Kento MOMOTA,Serve short,15,15,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2587,11,2,CHOU Tien Chen,Net Shot,11,17,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2588,11,3,Kento MOMOTA,Lob,15,2,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2589,11,4,CHOU Tien Chen,Drop,15,13,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2590,11,5,Kento MOMOTA,Lob,15,12,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2591,11,6,CHOU Tien Chen,Clear,6,3,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2592,11,7,Kento MOMOTA,Smash,14,11,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2593,11,8,CHOU Tien Chen,Smash Defence,10,13,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2594,11,9,Kento MOMOTA,Smash Defence,3,19,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2595,11,10,CHOU Tien Chen,Net Shot,15,20,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2596,11,11,Kento MOMOTA,Lob,10,1,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2597,11,12,CHOU Tien Chen,Drop,14,16,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2598,11,13,Kento MOMOTA,Smash Defence,11,21,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2599,11,14,CHOU Tien Chen,Lob,6,1,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2600,11,15,Kento MOMOTA,Clear,15,1,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2601,11,16,CHOU Tien Chen,Smash,15,10,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2602,11,17,Kento MOMOTA,Smash Defence,7,20,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2603,11,18,CHOU Tien Chen,Lob,1,5,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2604,11,19,Kento MOMOTA,Drop,14,16,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2605,11,20,CHOU Tien Chen,Net Shot,11,19,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2606,11,21,Kento MOMOTA,Lob,6,1,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2607,11,22,CHOU Tien Chen,Clear,10,4,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2608,11,23,Kento MOMOTA,Drop,11,13,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2609,11,24,CHOU Tien Chen,Net Shot,10,24,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2610,11,25,Kento MOMOTA,Lob,7,28,"[3.0, 7.0]",CHOU Tien Chen,FC/BhL/FcL/FCCD
2611,12,1,CHOU Tien Chen,Serve short,14,18,"[3.0, 8.0]",Kento MOMOTA,FC/No/FcL/No
2612,12,2,Kento MOMOTA,Lob,10,1,"[3.0, 8.0]",Kento MOMOTA,FC/No/FcL/No
2613,12,3,CHOU Tien Chen,Drop,14,16,"[3.0, 8.0]",Kento MOMOTA,FC/No/FcL/No
2614,12,4,Kento MOMOTA,Net Shot,11,20,"[3.0, 8.0]",Kento MOMOTA,FC/No/FcL/No
2615,12,5,CHOU Tien Chen,Net Shot,6,24,"[3.0, 8.0]",Kento MOMOTA,FC/No/FcL/No
2616,13,1,Kento MOMOTA,Serve short,10,18,"[4.0, 8.0]",CHOU Tien Chen,DC
2617,13,2,CHOU Tien Chen,Lob,14,1,"[4.0, 8.0]",CHOU Tien Chen,DC
2618,13,3,Kento MOMOTA,Smash,15,12,"[4.0, 8.0]",CHOU Tien Chen,DC
2619,13,4,CHOU Tien Chen,Smash Defence,14,13,"[4.0, 8.0]",CHOU Tien Chen,DC
2620,13,5,Kento MOMOTA,Lob,2,8,"[4.0, 8.0]",CHOU Tien Chen,DC
2621,13,6,CHOU Tien Chen,Smash,11,8,"[4.0, 8.0]",CHOU Tien Chen,DC
2622,16,1,Kento MOMOTA,Serve short,11,19,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2623,16,2,CHOU Tien Chen,Net Shot,11,23,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2624,16,3,Kento MOMOTA,Lob,14,1,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2625,16,4,CHOU Tien Chen,Smash,18,9,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2626,16,5,Kento MOMOTA,Smash Defence,11,20,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2627,16,6,CHOU Tien Chen,Lob,5,4,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2628,16,7,Kento MOMOTA,Drop,10,13,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2629,16,8,CHOU Tien Chen,Net Shot,10,20,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2630,16,9,Kento MOMOTA,Lob,11,4,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2631,16,10,CHOU Tien Chen,Clear,14,27,"[5.0, 10.0]",Kento MOMOTA,FC/FhL/No/FCCD
2632,18,1,CHOU Tien Chen,Serve short,15,19,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2633,18,2,Kento MOMOTA,Lob,11,1,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2634,18,3,CHOU Tien Chen,Clear,14,4,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2635,18,4,Kento MOMOTA,Drop,11,13,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2636,18,5,CHOU Tien Chen,Smash Defence,10,15,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2637,18,6,Kento MOMOTA,Lob,7,8,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2638,18,7,CHOU Tien Chen,Drop,14,10,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2639,18,8,Kento MOMOTA,Smash Defence,11,19,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2640,18,9,CHOU Tien Chen,Net Shot,11,20,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2641,18,10,Kento MOMOTA,Lob,19,1,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2642,18,11,CHOU Tien Chen,Drop,14,16,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2643,18,12,Kento MOMOTA,Smash Defence,11,17,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2644,18,13,CHOU Tien Chen,Lob,6,4,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2645,18,14,Kento MOMOTA,Drop,15,24,"[6.0, 11.0]",CHOU Tien Chen,FC/FhL/No/No
2646,19,1,CHOU Tien Chen,Serve short,14,18,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2647,19,2,Kento MOMOTA,Lob,10,1,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2648,19,3,CHOU Tien Chen,Drop,14,18,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2649,19,4,Kento MOMOTA,Lob,11,4,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2650,19,5,CHOU Tien Chen,Clear,6,5,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2651,19,6,Kento MOMOTA,Drop,10,20,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2652,19,7,CHOU Tien Chen,Net Shot,7,19,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2653,19,8,Kento MOMOTA,Lob,10,3,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2654,19,9,CHOU Tien Chen,Clear,15,6,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2655,19,10,Kento MOMOTA,Drop,11,14,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2656,19,11,CHOU Tien Chen,Net Shot,7,20,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2657,19,12,Kento MOMOTA,Lob,2,32,"[6.0, 12.0]",CHOU Tien Chen,FC/No/FcL/FCCD
2658,22,1,CHOU Tien Chen,Serve short,15,19,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2659,22,2,Kento MOMOTA,Lob,11,1,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2660,22,3,CHOU Tien Chen,Clear,14,4,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2661,22,4,Kento MOMOTA,Clear,11,1,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2662,22,5,CHOU Tien Chen,Clear,10,2,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2663,22,6,Kento MOMOTA,Smash,7,12,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2664,22,7,CHOU Tien Chen,Smash Defence,6,13,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2665,22,8,Kento MOMOTA,Smash Defence,6,20,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2666,22,9,CHOU Tien Chen,Net Shot,11,17,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2667,22,10,Kento MOMOTA,Lob,14,1,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2668,22,11,CHOU Tien Chen,Clear,19,4,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2669,22,12,Kento MOMOTA,Drop,11,20,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2670,22,13,CHOU Tien Chen,Net Shot,10,25,"[6.0, 15.0]",Kento MOMOTA,FC/No/BcL/FCCD
2671,23,1,Kento MOMOTA,Serve short,15,19,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2672,23,2,CHOU Tien Chen,Lob,11,4,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2673,23,3,Kento MOMOTA,Clear,14,1,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2674,23,4,CHOU Tien Chen,Drop,10,17,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2675,23,5,Kento MOMOTA,Net Shot,11,24,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2676,23,6,CHOU Tien Chen,Lob,6,3,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2677,23,7,Kento MOMOTA,Drop,14,17,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2678,23,8,CHOU Tien Chen,Net Shot,10,24,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2679,23,9,Kento MOMOTA,Net Shot,7,21,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2680,23,10,CHOU Tien Chen,Lob,14,3,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2681,23,11,Kento MOMOTA,Clear,19,1,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2682,23,12,CHOU Tien Chen,Clear,14,3,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2683,23,13,Kento MOMOTA,Drop,7,18,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2684,23,14,CHOU Tien Chen,Net Shot,10,22,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2685,23,15,Kento MOMOTA,Lob,3,4,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2686,23,16,CHOU Tien Chen,Clear,15,3,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2687,23,17,Kento MOMOTA,Drop,10,16,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2688,23,18,CHOU Tien Chen,Smash Defence,10,29,"[7.0, 15.0]",Kento MOMOTA,FC/FhL/FcL/FCCD
2689,24,1,Kento MOMOTA,Serve short,14,18,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2690,24,2,CHOU Tien Chen,Lob,10,3,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2691,24,3,Kento MOMOTA,Clear,15,4,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2692,24,4,CHOU Tien Chen,Smash,10,9,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2693,24,5,Kento MOMOTA,Net Shot,10,18,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2694,24,6,CHOU Tien Chen,Net Shot,7,24,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2695,24,7,Kento MOMOTA,Lob,11,1,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2696,24,8,CHOU Tien Chen,Clear,14,4,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2697,24,9,Kento MOMOTA,Smash,11,10,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2698,24,10,CHOU Tien Chen,Smash Defence,10,19,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2699,24,11,Kento MOMOTA,Net Shot,4,25,"[8.0, 15.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2700,25,1,CHOU Tien Chen,Serve short,14,18,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2701,25,2,Kento MOMOTA,Lob,10,4,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2702,25,3,CHOU Tien Chen,Drop,15,14,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2703,25,4,Kento MOMOTA,Push Shot,10,8,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2704,25,5,CHOU Tien Chen,Clear,11,2,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2705,25,6,Kento MOMOTA,Smash,10,12,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2706,25,7,CHOU Tien Chen,Smash Defence,7,13,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2707,25,8,Kento MOMOTA,Push Shot,2,1,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2708,25,9,CHOU Tien Chen,Clear,15,1,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2709,25,10,Kento MOMOTA,Clear,11,2,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2710,25,11,CHOU Tien Chen,Drop,6,16,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2711,25,12,Kento MOMOTA,Net Shot,7,20,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2712,25,13,CHOU Tien Chen,Net Shot,6,24,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2713,25,14,Kento MOMOTA,Clear,14,1,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2714,25,15,CHOU Tien Chen,Clear,15,4,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2715,25,16,Kento MOMOTA,Clear,15,1,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2716,25,17,CHOU Tien Chen,Drop,10,20,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2717,25,18,Kento MOMOTA,Push Shot,11,3,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2718,25,19,CHOU Tien Chen,Clear,6,5,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2719,25,20,Kento MOMOTA,Clear,11,4,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2720,25,21,CHOU Tien Chen,Smash,7,5,"[8.0, 16.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
2721,30,1,CHOU Tien Chen,Serve short,14,18,"[9.0, 20.0]",Kento MOMOTA,FCP
2722,30,2,Kento MOMOTA,Push Shot,10,1,"[9.0, 20.0]",Kento MOMOTA,FCP
2723,30,3,CHOU Tien Chen,Clear,14,4,"[9.0, 20.0]",Kento MOMOTA,FCP
2724,30,4,Kento MOMOTA,Drop,11,20,"[9.0, 20.0]",Kento MOMOTA,FCP
2725,30,5,CHOU Tien Chen,Net Shot,6,21,"[9.0, 20.0]",Kento MOMOTA,FCP
2726,30,6,Kento MOMOTA,Lob,7,1,"[9.0, 20.0]",Kento MOMOTA,FCP
2727,30,7,CHOU Tien Chen,Drop,15,16,"[9.0, 20.0]",Kento MOMOTA,FCP
2728,30,8,Kento MOMOTA,Net Shot,11,24,"[9.0, 20.0]",Kento MOMOTA,FCP
2729,30,9,CHOU Tien Chen,Lob,6,3,"[9.0, 20.0]",Kento MOMOTA,FCP
2730,30,10,Kento MOMOTA,Clear,10,1,"[9.0, 20.0]",Kento MOMOTA,FCP
2731,30,11,CHOU Tien Chen,Smash,10,12,"[9.0, 20.0]",Kento MOMOTA,FCP
2732,30,12,Kento MOMOTA,Smash Defence,11,21,"[9.0, 20.0]",Kento MOMOTA,FCP
2733,30,13,CHOU Tien Chen,Net Shot,1,23,"[9.0, 20.0]",Kento MOMOTA,FCP
2734,31,1,Kento MOMOTA,Serve short,14,18,"[10.0, 20.0]",Kento MOMOTA,DC
2735,31,2,CHOU Tien Chen,Push Shot,10,3,"[10.0, 20.0]",Kento MOMOTA,DC
2736,31,3,Kento MOMOTA,Clear,15,4,"[10.0, 20.0]",Kento MOMOTA,DC
2737,31,4,CHOU Tien Chen,Clear,10,1,"[10.0, 20.0]",Kento MOMOTA,DC
2738,31,5,Kento MOMOTA,Clear,10,2,"[10.0, 20.0]",Kento MOMOTA,DC
2739,31,6,CHOU Tien Chen,Drop,7,20,"[10.0, 20.0]",Kento MOMOTA,DC
2740,31,7,Kento MOMOTA,Net Shot,11,21,"[10.0, 20.0]",Kento MOMOTA,DC
2741,31,8,CHOU Tien Chen,Net Shot,6,17,"[10.0, 20.0]",Kento MOMOTA,DC
2742,31,9,Kento MOMOTA,Lob,15,8,"[10.0, 20.0]",Kento MOMOTA,DC
2743,31,10,CHOU Tien Chen,Drive,14,10,"[10.0, 20.0]",Kento MOMOTA,DC
2744,31,11,Kento MOMOTA,Smash Defence,14,20,"[10.0, 20.0]",Kento MOMOTA,DC
2745,31,12,CHOU Tien Chen,Push Shot,11,4,"[10.0, 20.0]",Kento MOMOTA,DC
2746,31,13,Kento MOMOTA,Drop,10,13,"[10.0, 20.0]",Kento MOMOTA,DC
2747,31,14,CHOU Tien Chen,Net Shot,10,24,"[10.0, 20.0]",Kento MOMOTA,DC
2748,31,15,Kento MOMOTA,Lob,7,1,"[10.0, 20.0]",Kento MOMOTA,DC
2749,31,16,CHOU Tien Chen,Clear,14,6,"[10.0, 20.0]",Kento MOMOTA,DC
2750,31,17,Kento MOMOTA,Smash,11,12,"[10.0, 20.0]",Kento MOMOTA,DC
2751,31,18,CHOU Tien Chen,Smash Defence,6,13,"[10.0, 20.0]",Kento MOMOTA,DC
2752,31,19,Kento MOMOTA,Push Shot,6,4,"[10.0, 20.0]",Kento MOMOTA,DC
2753,31,20,CHOU Tien Chen,Clear,11,1,"[10.0, 20.0]",Kento MOMOTA,DC
2754,31,21,Kento MOMOTA,Clear,10,4,"[10.0, 20.0]",Kento MOMOTA,DC
2755,31,22,CHOU Tien Chen,Smash,7,5,"[10.0, 20.0]",Kento MOMOTA,DC
2756,31,23,Kento MOMOTA,Net Shot,6,17,"[10.0, 20.0]",Kento MOMOTA,DC
2757,31,24,CHOU Tien Chen,Net Shot,7,24,"[10.0, 20.0]",Kento MOMOTA,DC
2758,31,25,Kento MOMOTA,Lob,6,1,"[10.0, 20.0]",Kento MOMOTA,DC
2759,32,1,Kento MOMOTA,Serve short,15,19,"[11.0, 20.0]",CHOU Tien Chen,DC
2760,32,2,CHOU Tien Chen,Net Shot,11,21,"[11.0, 20.0]",CHOU Tien Chen,DC
2761,32,3,Kento MOMOTA,Lob,14,1,"[11.0, 20.0]",CHOU Tien Chen,DC
2762,32,4,CHOU Tien Chen,Drop,15,20,"[11.0, 20.0]",CHOU Tien Chen,DC
2763,32,5,Kento MOMOTA,Lob,11,1,"[11.0, 20.0]",CHOU Tien Chen,DC
2764,32,6,CHOU Tien Chen,Drop,10,17,"[11.0, 20.0]",CHOU Tien Chen,DC
2765,32,7,Kento MOMOTA,Push Shot,11,8,"[11.0, 20.0]",CHOU Tien Chen,DC
2766,32,8,CHOU Tien Chen,Drop,10,14,"[11.0, 20.0]",CHOU Tien Chen,DC
2767,32,9,Kento MOMOTA,Push Shot,10,1,"[11.0, 20.0]",CHOU Tien Chen,DC
2768,32,10,CHOU Tien Chen,Clear,11,3,"[11.0, 20.0]",CHOU Tien Chen,DC
2769,32,11,Kento MOMOTA,Smash,11,12,"[11.0, 20.0]",CHOU Tien Chen,DC
2770,32,12,CHOU Tien Chen,Smash Defence,10,17,"[11.0, 20.0]",CHOU Tien Chen,DC
